review_id,viewer_id,movie_id,rating,sentiment,review_date,review_text
902,3455,8,7.2,positive,2024-11-08,Exceeded my expectations in every way possible.
903,969,3,8.7,positive,2024-06-16,Exceeded my expectations in every way possible.
904,196,3,2.3,negative,2025-03-03,Would not recommend. Wasted potential on a promising premise.
905,1667,9,6.8,neutral,2025-02-26,"Not bad, but could have been better with tighter editing."
906,4682,5,8.3,positive,2024-08-01,Brilliant direction and an engaging plot from start to finish.
907,2209,9,8.2,positive,2025-02-22,Exceeded my expectations in every way possible.
908,4777,7,8.8,positive,2024-06-05,Brilliant direction and an engaging plot from start to finish.
909,1901,10,6.0,neutral,2024-07-11,"Decent entertainment for a weekend, nothing groundbreaking."
910,1961,6,1.5,negative,2025-03-27,Would not recommend. Wasted potential on a promising premise.
911,434,5,7.9,positive,2024-10-28,Brilliant direction and an engaging plot from start to finish.
912,437,8,7.6,positive,2024-08-10,A must-watch for fans of the genre. Highly recommended.
913,1234,8,8.0,positive,2025-03-15,A must-watch for fans of the genre. Highly recommended.
914,2069,8,8.8,positive,2024-08-23,Absolutely loved this film! The storytelling was phenomenal.
915,3739,6,6.8,neutral,2024-07-17,"Not bad, but could have been better with tighter editing."
916,2069,7,3.4,negative,2024-06-04,The pacing was terrible and the acting felt forced throughout.
917,4579,1,7.5,positive,2024-09-25,Brilliant direction and an engaging plot from start to finish.
918,4992,2,9.8,positive,2024-06-10,Brilliant direction and an engaging plot from start to finish.
919,3935,8,6.1,neutral,2024-06-01,"Not bad, but could have been better with tighter editing."
920,871,4,2.4,negative,2025-03-22,Below average. The script needed a lot more work.
921,4921,3,5.4,neutral,2024-11-13,"Some good parts, some slow parts. Mixed feelings overall."
922,3917,5,9.5,positive,2024-12-19,Exceeded my expectations in every way possible.
923,3926,8,4.1,negative,2024-07-05,Disappointed with the plot. Very predictable and boring.
924,3602,9,5.8,neutral,2024-12-28,Average movie with some interesting moments here and there.
925,4602,7,9.4,positive,2024-09-15,Great performances and stunning visuals throughout.
926,1622,3,5.5,neutral,2024-12-27,"It was okay, nothing too special but watchable."
927,2484,1,8.5,positive,2024-10-08,Brilliant direction and an engaging plot from start to finish.
928,2268,10,9.4,positive,2025-02-05,A must-watch for fans of the genre. Highly recommended.
929,2433,5,7.7,positive,2024-10-06,A must-watch for fans of the genre. Highly recommended.
930,2354,2,3.6,negative,2024-08-07,Not worth the hype. Overly long and lacking substance.
931,397,9,8.1,positive,2024-06-17,Exceeded my expectations in every way possible.
932,2045,5,4.5,negative,2025-02-15,The pacing was terrible and the acting felt forced throughout.
933,4827,3,9.8,positive,2024-06-10,Absolutely loved this film! The storytelling was phenomenal.
934,2367,6,8.0,positive,2024-12-22,Exceeded my expectations in every way possible.
935,324,1,5.8,neutral,2024-07-11,"Some good parts, some slow parts. Mixed feelings overall."
936,2590,3,5.4,neutral,2024-11-01,Average movie with some interesting moments here and there.
937,1007,6,9.7,positive,2025-01-20,A must-watch for fans of the genre. Highly recommended.
938,1192,8,9.1,positive,2025-01-03,A must-watch for fans of the genre. Highly recommended.
939,1430,8,6.3,neutral,2025-01-16,"It was okay, nothing too special but watchable."
940,1617,4,4.0,negative,2024-09-24,Not worth the hype. Overly long and lacking substance.
941,2546,3,8.3,positive,2024-06-11,A must-watch for fans of the genre. Highly recommended.
942,2626,8,7.8,positive,2024-12-19,A must-watch for fans of the genre. Highly recommended.
943,1436,10,2.7,negative,2024-12-04,Disappointed with the plot. Very predictable and boring.
944,114,4,7.8,positive,2024-07-10,Exceeded my expectations in every way possible.
945,3989,4,6.3,neutral,2024-09-01,"It was okay, nothing too special but watchable."
946,1737,5,6.7,neutral,2025-01-06,"Not bad, but could have been better with tighter editing."
947,521,3,7.8,positive,2024-07-02,A must-watch for fans of the genre. Highly recommended.
948,3370,8,7.8,positive,2024-08-28,Brilliant direction and an engaging plot from start to finish.
949,624,10,9.0,positive,2025-02-18,A must-watch for fans of the genre. Highly recommended.
950,939,5,6.8,neutral,2024-09-16,"Some good parts, some slow parts. Mixed feelings overall."
951,2148,3,2.4,negative,2024-11-23,The pacing was terrible and the acting felt forced throughout.
952,4366,7,5.3,neutral,2024-06-02,"Decent entertainment for a weekend, nothing groundbreaking."
953,2033,9,7.3,positive,2024-10-24,Brilliant direction and an engaging plot from start to finish.
954,598,4,4.2,negative,2024-10-10,Below average. The script needed a lot more work.
955,723,9,6.3,neutral,2024-11-10,"Decent entertainment for a weekend, nothing groundbreaking."
956,1136,5,9.7,positive,2024-06-27,Brilliant direction and an engaging plot from start to finish.
957,3422,6,6.5,neutral,2024-07-10,"Not bad, but could have been better with tighter editing."
958,3529,2,8.9,positive,2024-07-20,Exceeded my expectations in every way possible.
959,3722,4,6.5,neutral,2025-01-12,"Not bad, but could have been better with tighter editing."
960,1901,2,9.4,positive,2024-11-09,Great performances and stunning visuals throughout.
961,4882,5,5.6,neutral,2024-10-17,"Decent entertainment for a weekend, nothing groundbreaking."
962,2625,5,3.2,negative,2024-06-09,The pacing was terrible and the acting felt forced throughout.
963,1727,2,9.3,positive,2025-03-22,Great performances and stunning visuals throughout.
964,4590,8,9.9,positive,2024-10-03,Absolutely loved this film! The storytelling was phenomenal.
965,4767,1,9.1,positive,2024-06-20,A must-watch for fans of the genre. Highly recommended.
966,1714,3,8.9,positive,2024-08-21,A must-watch for fans of the genre. Highly recommended.
967,2711,6,1.1,negative,2024-12-06,The pacing was terrible and the acting felt forced throughout.
968,4137,5,6.6,neutral,2025-02-10,"Decent entertainment for a weekend, nothing groundbreaking."
969,3626,9,9.2,positive,2024-09-21,A must-watch for fans of the genre. Highly recommended.
970,4935,10,3.4,negative,2024-10-27,The pacing was terrible and the acting felt forced throughout.
971,2877,2,8.7,positive,2025-03-04,Absolutely loved this film! The storytelling was phenomenal.
972,4481,8,6.5,neutral,2025-02-27,"Not bad, but could have been better with tighter editing."
973,124,10,4.8,negative,2024-11-22,Not worth the hype. Overly long and lacking substance.
974,3652,9,7.7,positive,2024-09-10,Brilliant direction and an engaging plot from start to finish.
975,4608,7,8.7,positive,2024-12-03,Absolutely loved this film! The storytelling was phenomenal.
976,4282,5,6.7,neutral,2024-12-24,"Some good parts, some slow parts. Mixed feelings overall."
977,2395,6,6.7,neutral,2025-01-01,"It was okay, nothing too special but watchable."
978,3090,8,9.0,positive,2024-06-02,A must-watch for fans of the genre. Highly recommended.
979,4377,9,2.8,negative,2025-01-15,The pacing was terrible and the acting felt forced throughout.
980,438,10,9.5,positive,2025-03-10,Exceeded my expectations in every way possible.
981,2797,3,1.1,negative,2024-06-24,The pacing was terrible and the acting felt forced throughout.
982,3791,5,9.7,positive,2024-09-15,Brilliant direction and an engaging plot from start to finish.
983,4367,5,6.7,neutral,2025-02-01,"Decent entertainment for a weekend, nothing groundbreaking."
984,340,3,3.5,negative,2024-10-31,The pacing was terrible and the acting felt forced throughout.
985,2203,1,6.6,neutral,2025-01-31,"Not bad, but could have been better with tighter editing."
986,662,9,8.7,positive,2024-06-01,Absolutely loved this film! The storytelling was phenomenal.
987,1605,7,7.2,positive,2025-02-06,Great performances and stunning visuals throughout.
988,590,7,3.7,negative,2024-10-08,Not worth the hype. Overly long and lacking substance.
989,3214,7,1.3,negative,2025-01-02,Below average. The script needed a lot more work.
990,4004,10,10.0,positive,2024-09-21,Absolutely loved this film! The storytelling was phenomenal.
991,3004,3,8.0,positive,2024-06-13,Exceeded my expectations in every way possible.
992,1580,1,6.9,neutral,2024-06-03,"It was okay, nothing too special but watchable."
993,4300,4,7.2,positive,2024-08-31,Exceeded my expectations in every way possible.
994,383,1,10.0,positive,2025-02-08,Great performances and stunning visuals throughout.
995,2194,4,9.6,positive,2024-06-20,Exceeded my expectations in every way possible.
996,1216,9,6.6,neutral,2024-09-29,"It was okay, nothing too special but watchable."
997,1071,5,7.4,positive,2024-12-13,Exceeded my expectations in every way possible.
998,3885,2,4.9,negative,2024-06-20,Would not recommend. Wasted potential on a promising premise.
999,3721,4,7.2,positive,2025-02-07,Exceeded my expectations in every way possible.
1000,1348,2,3.1,negative,2024-10-09,Not worth the hype. Overly long and lacking substance.
1001,3762,3,7.1,positive,2024-06-14,Absolutely loved this film! The storytelling was phenomenal.
1002,4367,1,5.9,neutral,2024-07-24,"Not bad, but could have been better with tighter editing."
1003,2825,7,5.1,neutral,2024-10-17,"Decent entertainment for a weekend, nothing groundbreaking."
1004,4419,6,9.2,positive,2025-01-19,Exceeded my expectations in every way possible.
1005,1846,4,6.2,neutral,2024-12-22,"Decent entertainment for a weekend, nothing groundbreaking."
1006,2290,8,6.3,neutral,2024-07-13,"Not bad, but could have been better with tighter editing."
1007,4784,4,4.3,negative,2025-02-03,Disappointed with the plot. Very predictable and boring.
1008,3295,6,6.4,neutral,2024-08-23,"Some good parts, some slow parts. Mixed feelings overall."
1009,2368,6,8.6,positive,2024-09-18,Absolutely loved this film! The storytelling was phenomenal.
1010,4462,3,7.1,positive,2024-06-14,Great performances and stunning visuals throughout.
1011,1261,7,5.0,neutral,2025-01-26,"It was okay, nothing too special but watchable."
1012,1658,10,8.3,positive,2025-01-09,A must-watch for fans of the genre. Highly recommended.
1013,1728,9,4.8,negative,2024-08-11,Disappointed with the plot. Very predictable and boring.
1014,1156,4,8.4,positive,2024-06-27,Absolutely loved this film! The storytelling was phenomenal.
1015,736,8,8.5,positive,2024-08-29,A must-watch for fans of the genre. Highly recommended.
1016,240,9,3.7,negative,2024-06-28,The pacing was terrible and the acting felt forced throughout.
1017,107,9,6.1,neutral,2025-02-19,"Not bad, but could have been better with tighter editing."
1018,3010,9,5.2,neutral,2024-06-11,"It was okay, nothing too special but watchable."
1019,2610,8,7.2,positive,2025-02-03,Great performances and stunning visuals throughout.
1020,877,7,7.4,positive,2025-02-20,Absolutely loved this film! The storytelling was phenomenal.
1021,777,8,8.6,positive,2024-12-30,Brilliant direction and an engaging plot from start to finish.
1022,1055,2,4.7,negative,2024-11-18,The pacing was terrible and the acting felt forced throughout.
1023,3700,2,8.5,positive,2024-07-08,Exceeded my expectations in every way possible.
1024,4376,7,9.8,positive,2025-02-25,Absolutely loved this film! The storytelling was phenomenal.
1025,2517,2,5.8,neutral,2024-10-27,"Not bad, but could have been better with tighter editing."
1026,4972,5,8.0,positive,2025-01-05,Great performances and stunning visuals throughout.
1027,3823,5,5.4,neutral,2024-09-04,"Not bad, but could have been better with tighter editing."
1028,3112,9,8.4,positive,2025-03-26,A must-watch for fans of the genre. Highly recommended.
1029,1812,10,3.9,negative,2024-12-09,Below average. The script needed a lot more work.
1030,1320,4,7.1,positive,2025-02-01,Exceeded my expectations in every way possible.
1031,140,10,5.2,neutral,2024-11-28,"It was okay, nothing too special but watchable."
1032,629,6,6.4,neutral,2024-07-20,"It was okay, nothing too special but watchable."
1033,1823,3,6.5,neutral,2024-09-23,"Decent entertainment for a weekend, nothing groundbreaking."
1034,4025,3,8.5,positive,2024-11-20,A must-watch for fans of the genre. Highly recommended.
1035,750,6,5.2,neutral,2024-11-24,"Decent entertainment for a weekend, nothing groundbreaking."
1036,4138,5,5.5,neutral,2024-07-17,Average movie with some interesting moments here and there.
1037,142,7,9.1,positive,2024-09-03,Brilliant direction and an engaging plot from start to finish.
1038,3348,7,5.2,neutral,2024-06-28,"Some good parts, some slow parts. Mixed feelings overall."
1039,4717,9,5.1,neutral,2024-06-30,Average movie with some interesting moments here and there.
1040,1766,5,8.9,positive,2024-09-11,Absolutely loved this film! The storytelling was phenomenal.
1041,2046,6,7.6,positive,2025-01-09,Brilliant direction and an engaging plot from start to finish.
1042,2039,5,6.0,neutral,2025-02-05,"Some good parts, some slow parts. Mixed feelings overall."
1043,3477,8,7.3,positive,2024-12-16,A must-watch for fans of the genre. Highly recommended.
1044,2378,4,8.5,positive,2024-06-11,Brilliant direction and an engaging plot from start to finish.
1045,1069,10,6.0,neutral,2024-09-11,"Not bad, but could have been better with tighter editing."
1046,2473,9,7.7,positive,2025-02-03,Brilliant direction and an engaging plot from start to finish.
1047,2750,2,8.8,positive,2025-01-02,Great performances and stunning visuals throughout.
1048,332,9,6.4,neutral,2024-11-07,"Some good parts, some slow parts. Mixed feelings overall."
1049,3094,3,9.4,positive,2025-01-11,Brilliant direction and an engaging plot from start to finish.
1050,1534,6,7.7,positive,2025-02-22,Great performances and stunning visuals throughout.
1051,3223,7,9.7,positive,2024-09-23,Brilliant direction and an engaging plot from start to finish.
1052,3624,5,9.4,positive,2024-10-12,A must-watch for fans of the genre. Highly recommended.
1053,1492,3,2.7,negative,2024-11-03,Below average. The script needed a lot more work.
1054,2713,2,8.2,positive,2024-12-29,Brilliant direction and an engaging plot from start to finish.
1055,592,8,6.0,neutral,2024-07-24,"It was okay, nothing too special but watchable."
1056,2434,6,8.9,positive,2024-10-12,Great performances and stunning visuals throughout.
1057,2680,1,6.4,neutral,2024-06-12,"It was okay, nothing too special but watchable."
1058,2725,9,7.8,positive,2024-06-23,Exceeded my expectations in every way possible.
1059,3766,9,7.9,positive,2024-10-31,Exceeded my expectations in every way possible.
1060,975,3,9.0,positive,2025-01-20,Brilliant direction and an engaging plot from start to finish.
1061,1925,4,8.6,positive,2024-11-27,Exceeded my expectations in every way possible.
1062,1045,5,5.4,neutral,2024-12-03,"Some good parts, some slow parts. Mixed feelings overall."
1063,3170,1,8.6,positive,2024-09-05,Brilliant direction and an engaging plot from start to finish.
1064,3992,7,2.2,negative,2024-11-28,The pacing was terrible and the acting felt forced throughout.
1065,809,2,9.4,positive,2025-03-24,Absolutely loved this film! The storytelling was phenomenal.
1066,2400,8,6.3,neutral,2024-09-22,"It was okay, nothing too special but watchable."
1067,4727,9,6.3,neutral,2024-09-29,"It was okay, nothing too special but watchable."
1068,2308,9,3.1,negative,2024-06-05,Would not recommend. Wasted potential on a promising premise.
1069,602,3,5.9,neutral,2025-01-13,Average movie with some interesting moments here and there.
1070,3156,9,4.7,negative,2024-11-21,Disappointed with the plot. Very predictable and boring.
1071,4839,2,7.0,positive,2025-01-17,Brilliant direction and an engaging plot from start to finish.
1072,2068,1,8.7,positive,2025-02-25,Exceeded my expectations in every way possible.
1073,4407,10,7.1,positive,2024-08-21,Great performances and stunning visuals throughout.
1074,2142,2,9.6,positive,2024-12-17,Absolutely loved this film! The storytelling was phenomenal.
1075,4629,4,7.1,positive,2025-01-24,A must-watch for fans of the genre. Highly recommended.
1076,3408,6,7.4,positive,2025-03-12,A must-watch for fans of the genre. Highly recommended.
1077,1382,4,8.6,positive,2025-03-09,Great performances and stunning visuals throughout.
1078,3392,1,2.7,negative,2024-06-07,Would not recommend. Wasted potential on a promising premise.
1079,211,2,6.2,neutral,2025-02-25,"Not bad, but could have been better with tighter editing."
1080,2027,1,5.0,neutral,2024-06-01,"Some good parts, some slow parts. Mixed feelings overall."
1081,1260,9,8.4,positive,2024-12-21,Great performances and stunning visuals throughout.
1082,1267,1,3.5,negative,2024-09-06,Below average. The script needed a lot more work.
1083,4444,2,7.2,positive,2025-01-04,Absolutely loved this film! The storytelling was phenomenal.
1084,1680,10,6.9,neutral,2025-01-26,Average movie with some interesting moments here and there.
1085,3001,5,7.5,positive,2024-07-06,Exceeded my expectations in every way possible.
1086,4599,1,9.9,positive,2025-01-15,Absolutely loved this film! The storytelling was phenomenal.
1087,1099,10,8.4,positive,2024-08-25,Great performances and stunning visuals throughout.
1088,1268,9,2.2,negative,2024-12-27,Not worth the hype. Overly long and lacking substance.
1089,1948,5,9.3,positive,2025-03-26,Brilliant direction and an engaging plot from start to finish.
1090,4773,9,7.6,positive,2025-02-05,Exceeded my expectations in every way possible.
1091,2877,10,6.2,neutral,2024-07-16,"Not bad, but could have been better with tighter editing."
1092,1882,4,9.3,positive,2024-12-02,Great performances and stunning visuals throughout.
1093,3732,3,8.5,positive,2025-02-19,Brilliant direction and an engaging plot from start to finish.
1094,1766,9,5.8,neutral,2024-07-20,"Not bad, but could have been better with tighter editing."
1095,220,6,3.7,negative,2024-11-12,Disappointed with the plot. Very predictable and boring.
1096,1704,1,3.0,negative,2024-08-16,Not worth the hype. Overly long and lacking substance.
1097,4794,10,5.5,neutral,2024-06-30,"It was okay, nothing too special but watchable."
1098,3512,8,2.2,negative,2025-03-17,Not worth the hype. Overly long and lacking substance.
1099,1533,8,9.0,positive,2025-02-16,Great performances and stunning visuals throughout.
1100,2157,9,5.5,neutral,2024-07-12,"It was okay, nothing too special but watchable."
1101,992,8,4.8,negative,2024-08-22,Not worth the hype. Overly long and lacking substance.
1102,2465,9,6.6,neutral,2025-02-03,"Not bad, but could have been better with tighter editing."
1103,362,10,7.1,positive,2024-08-29,A must-watch for fans of the genre. Highly recommended.
1104,4234,7,9.7,positive,2024-11-25,Brilliant direction and an engaging plot from start to finish.
1105,4041,3,7.0,neutral,2024-06-11,"It was okay, nothing too special but watchable."
1106,185,6,3.6,negative,2025-01-20,Not worth the hype. Overly long and lacking substance.
1107,4078,5,3.3,negative,2024-09-16,Disappointed with the plot. Very predictable and boring.
1108,1204,10,2.8,negative,2024-08-05,Would not recommend. Wasted potential on a promising premise.
1109,3455,9,9.6,positive,2024-06-13,A must-watch for fans of the genre. Highly recommended.
1110,4914,1,5.5,neutral,2024-06-01,"Some good parts, some slow parts. Mixed feelings overall."
1111,1730,7,7.3,positive,2024-08-18,Brilliant direction and an engaging plot from start to finish.
1112,2339,8,7.9,positive,2024-06-20,Great performances and stunning visuals throughout.
1113,326,7,7.3,positive,2025-01-16,A must-watch for fans of the genre. Highly recommended.
1114,3482,1,3.8,negative,2024-12-02,Would not recommend. Wasted potential on a promising premise.
1115,1306,5,3.8,negative,2025-02-28,Below average. The script needed a lot more work.
1116,1990,1,8.4,positive,2025-02-28,A must-watch for fans of the genre. Highly recommended.
1117,4396,10,7.4,positive,2024-06-16,Exceeded my expectations in every way possible.
1118,466,1,4.4,negative,2024-12-31,Disappointed with the plot. Very predictable and boring.
1119,660,9,7.9,positive,2024-06-08,Exceeded my expectations in every way possible.
1120,1262,3,1.2,negative,2024-09-08,The pacing was terrible and the acting felt forced throughout.
1121,2821,8,8.4,positive,2024-10-06,Brilliant direction and an engaging plot from start to finish.
1122,1534,9,10.0,positive,2025-02-01,Exceeded my expectations in every way possible.
1123,2927,6,8.1,positive,2024-08-11,Exceeded my expectations in every way possible.
1124,3148,9,8.7,positive,2024-12-02,Exceeded my expectations in every way possible.
1125,2191,9,9.3,positive,2025-01-31,Exceeded my expectations in every way possible.
1126,4180,8,5.6,neutral,2024-07-28,"Decent entertainment for a weekend, nothing groundbreaking."
1127,2814,6,7.2,positive,2024-10-12,Absolutely loved this film! The storytelling was phenomenal.
1128,2043,4,8.0,positive,2024-10-25,A must-watch for fans of the genre. Highly recommended.
1129,4793,5,8.0,positive,2025-02-16,Brilliant direction and an engaging plot from start to finish.
1130,969,5,7.0,positive,2024-12-08,Exceeded my expectations in every way possible.
1131,1605,8,7.6,positive,2024-06-21,Exceeded my expectations in every way possible.
1132,538,9,8.9,positive,2024-07-24,A must-watch for fans of the genre. Highly recommended.
1133,3612,6,5.4,neutral,2024-11-26,"It was okay, nothing too special but watchable."
1134,4710,9,7.5,positive,2024-07-23,A must-watch for fans of the genre. Highly recommended.
1135,1244,5,6.8,neutral,2024-07-10,Average movie with some interesting moments here and there.
1136,3785,2,5.9,neutral,2024-07-12,"Some good parts, some slow parts. Mixed feelings overall."
1137,3092,8,6.4,neutral,2025-01-22,"It was okay, nothing too special but watchable."
1138,2163,9,8.1,positive,2024-06-02,Great performances and stunning visuals throughout.
1139,1272,8,2.3,negative,2024-07-21,Not worth the hype. Overly long and lacking substance.
1140,4698,5,3.7,negative,2025-01-27,The pacing was terrible and the acting felt forced throughout.
1141,2505,8,7.6,positive,2024-12-17,Brilliant direction and an engaging plot from start to finish.
1142,1739,9,6.1,neutral,2024-12-31,"Some good parts, some slow parts. Mixed feelings overall."
1143,4313,8,9.1,positive,2025-01-22,Absolutely loved this film! The storytelling was phenomenal.
1144,457,9,8.6,positive,2024-10-28,A must-watch for fans of the genre. Highly recommended.
1145,2606,3,8.2,positive,2024-07-05,Brilliant direction and an engaging plot from start to finish.
1146,298,1,4.3,negative,2024-11-12,Below average. The script needed a lot more work.
1147,3440,1,7.4,positive,2024-12-07,Absolutely loved this film! The storytelling was phenomenal.
1148,1147,9,7.9,positive,2024-11-02,Exceeded my expectations in every way possible.
1149,3620,7,2.5,negative,2025-03-21,Not worth the hype. Overly long and lacking substance.
1150,771,3,9.6,positive,2024-12-30,Brilliant direction and an engaging plot from start to finish.
1151,4247,4,5.1,neutral,2025-01-17,Average movie with some interesting moments here and there.
1152,1981,6,4.1,negative,2025-03-25,Disappointed with the plot. Very predictable and boring.
1153,1933,5,1.7,negative,2024-11-15,Disappointed with the plot. Very predictable and boring.
1154,3030,9,5.4,neutral,2024-06-29,Average movie with some interesting moments here and there.
1155,2616,8,2.2,negative,2024-07-10,The pacing was terrible and the acting felt forced throughout.
1156,3812,5,5.0,negative,2024-09-15,Below average. The script needed a lot more work.
1157,4214,7,8.8,positive,2024-09-11,A must-watch for fans of the genre. Highly recommended.
1158,817,8,7.5,positive,2024-10-10,Absolutely loved this film! The storytelling was phenomenal.
1159,609,1,5.3,neutral,2024-12-12,"It was okay, nothing too special but watchable."
1160,2431,5,8.2,positive,2024-09-15,Exceeded my expectations in every way possible.
1161,3075,4,7.0,positive,2024-10-04,Exceeded my expectations in every way possible.
1162,3306,3,5.6,neutral,2025-03-08,"Decent entertainment for a weekend, nothing groundbreaking."
1163,1402,6,5.1,neutral,2024-08-17,"Decent entertainment for a weekend, nothing groundbreaking."
1164,1866,6,7.8,positive,2024-07-19,Absolutely loved this film! The storytelling was phenomenal.
1165,4157,6,9.0,positive,2024-06-23,Great performances and stunning visuals throughout.
1166,1389,7,8.6,positive,2024-06-27,A must-watch for fans of the genre. Highly recommended.
1167,2014,6,6.6,neutral,2024-10-26,Average movie with some interesting moments here and there.
1168,2102,1,6.8,neutral,2024-11-11,Average movie with some interesting moments here and there.
1169,1943,1,4.2,negative,2024-12-25,Would not recommend. Wasted potential on a promising premise.
1170,140,1,5.0,negative,2024-10-15,Disappointed with the plot. Very predictable and boring.
1171,1108,8,9.7,positive,2024-12-04,Brilliant direction and an engaging plot from start to finish.
1172,422,9,1.8,negative,2025-02-07,The pacing was terrible and the acting felt forced throughout.
1173,1848,4,8.3,positive,2024-11-19,A must-watch for fans of the genre. Highly recommended.
1174,4171,6,8.2,positive,2025-03-12,A must-watch for fans of the genre. Highly recommended.
1175,1720,10,8.7,positive,2025-03-16,Great performances and stunning visuals throughout.
1176,3192,10,6.1,neutral,2025-03-14,"Not bad, but could have been better with tighter editing."
1177,4001,4,9.1,positive,2024-09-12,A must-watch for fans of the genre. Highly recommended.
1178,1031,7,2.8,negative,2024-12-16,Disappointed with the plot. Very predictable and boring.
1179,2064,8,7.0,positive,2024-12-07,A must-watch for fans of the genre. Highly recommended.
1180,128,6,9.4,positive,2024-12-29,Exceeded my expectations in every way possible.
1181,2648,9,5.7,neutral,2024-06-20,"Decent entertainment for a weekend, nothing groundbreaking."
1182,3252,10,6.1,neutral,2025-02-10,"Not bad, but could have been better with tighter editing."
1183,1387,5,1.7,negative,2024-09-02,The pacing was terrible and the acting felt forced throughout.
1184,3272,4,7.1,positive,2024-07-03,Great performances and stunning visuals throughout.
1185,4618,8,6.7,neutral,2024-07-22,"It was okay, nothing too special but watchable."
1186,1984,6,5.8,neutral,2024-07-11,Average movie with some interesting moments here and there.
1187,1205,1,6.7,neutral,2024-08-18,"It was okay, nothing too special but watchable."
1188,1184,4,5.3,neutral,2024-08-20,"It was okay, nothing too special but watchable."
1189,1079,5,5.5,neutral,2024-11-16,"It was okay, nothing too special but watchable."
1190,4872,3,7.8,positive,2024-08-27,Great performances and stunning visuals throughout.
1191,1078,1,7.4,positive,2024-06-08,Absolutely loved this film! The storytelling was phenomenal.
1192,4313,10,7.4,positive,2024-08-27,Great performances and stunning visuals throughout.
1193,1932,6,5.5,neutral,2024-07-02,Average movie with some interesting moments here and there.
1194,1912,6,6.1,neutral,2024-09-26,"Decent entertainment for a weekend, nothing groundbreaking."
1195,3119,2,5.6,neutral,2025-02-04,"Some good parts, some slow parts. Mixed feelings overall."
1196,4256,5,3.4,negative,2024-12-26,The pacing was terrible and the acting felt forced throughout.
1197,4403,10,5.6,neutral,2025-01-19,"Decent entertainment for a weekend, nothing groundbreaking."
1198,567,5,7.6,positive,2024-06-02,A must-watch for fans of the genre. Highly recommended.
1199,326,10,6.3,neutral,2024-06-28,"It was okay, nothing too special but watchable."
1200,1056,8,8.1,positive,2024-09-05,Great performances and stunning visuals throughout.
1201,1343,7,2.7,negative,2024-07-06,Would not recommend. Wasted potential on a promising premise.
1202,4815,3,8.3,positive,2024-10-28,Great performances and stunning visuals throughout.
1203,4688,8,9.0,positive,2025-01-17,Brilliant direction and an engaging plot from start to finish.
1204,1494,5,3.2,negative,2024-09-08,The pacing was terrible and the acting felt forced throughout.
1205,3541,3,1.3,negative,2024-08-21,The pacing was terrible and the acting felt forced throughout.
1206,1828,4,9.8,positive,2025-02-23,Great performances and stunning visuals throughout.
1207,2666,3,5.4,neutral,2024-08-23,"It was okay, nothing too special but watchable."
1208,3153,3,10.0,positive,2025-02-04,Brilliant direction and an engaging plot from start to finish.
1209,2387,1,6.7,neutral,2024-07-20,"Some good parts, some slow parts. Mixed feelings overall."
1210,2552,6,1.3,negative,2024-08-22,Would not recommend. Wasted potential on a promising premise.
1211,3029,7,7.8,positive,2025-01-13,Great performances and stunning visuals throughout.
1212,4648,4,6.3,neutral,2025-03-22,"Some good parts, some slow parts. Mixed feelings overall."
1213,3400,3,5.1,neutral,2024-09-05,"Not bad, but could have been better with tighter editing."
1214,2887,4,7.8,positive,2024-11-23,Exceeded my expectations in every way possible.
1215,4279,8,5.4,neutral,2025-02-16,Average movie with some interesting moments here and there.
1216,653,10,5.7,neutral,2024-06-12,"Some good parts, some slow parts. Mixed feelings overall."
1217,2196,6,8.7,positive,2025-03-15,Absolutely loved this film! The storytelling was phenomenal.
1218,4168,3,8.0,positive,2024-11-24,Brilliant direction and an engaging plot from start to finish.
1219,1491,4,1.5,negative,2024-06-08,Below average. The script needed a lot more work.
1220,574,9,8.7,positive,2025-01-10,Absolutely loved this film! The storytelling was phenomenal.
1221,2442,7,6.0,neutral,2025-01-20,"Not bad, but could have been better with tighter editing."
1222,803,5,7.5,positive,2025-03-08,A must-watch for fans of the genre. Highly recommended.
1223,3120,6,9.9,positive,2024-06-22,A must-watch for fans of the genre. Highly recommended.
1224,1142,8,6.1,neutral,2024-06-01,"Decent entertainment for a weekend, nothing groundbreaking."
1225,3023,5,6.6,neutral,2024-07-23,"Not bad, but could have been better with tighter editing."
1226,3015,6,6.8,neutral,2024-12-28,"It was okay, nothing too special but watchable."
1227,1171,7,9.9,positive,2024-12-26,A must-watch for fans of the genre. Highly recommended.
1228,4667,5,7.1,positive,2024-06-26,Brilliant direction and an engaging plot from start to finish.
1229,3964,1,5.8,neutral,2024-10-06,"Some good parts, some slow parts. Mixed feelings overall."
1230,2368,6,7.5,positive,2024-09-10,A must-watch for fans of the genre. Highly recommended.
1231,2623,5,1.1,negative,2024-09-24,The pacing was terrible and the acting felt forced throughout.
1232,2417,4,8.9,positive,2024-10-31,Exceeded my expectations in every way possible.
1233,2829,3,2.9,negative,2024-10-15,The pacing was terrible and the acting felt forced throughout.
1234,533,6,7.1,positive,2024-12-28,Absolutely loved this film! The storytelling was phenomenal.
1235,2992,4,6.2,neutral,2024-07-10,"It was okay, nothing too special but watchable."
1236,2978,3,5.3,neutral,2024-12-23,Average movie with some interesting moments here and there.
1237,4498,8,7.8,positive,2024-07-02,Exceeded my expectations in every way possible.
1238,1338,9,7.9,positive,2024-12-29,Exceeded my expectations in every way possible.
