region_id,city,movie_id,views,engagement_score,revenue_usd,month
1081,San Francisco,8,148112,6.82,659175.64,2025-01
1082,San Francisco,3,371283,1.43,686034.29,2024-10
1083,Boston,1,195911,1.41,1328681.45,2025-03
1084,New York,5,238007,1.26,319435.66,2025-03
1085,Miami,10,110624,1.43,1168356.41,2025-04
1086,Denver,6,165664,6.31,1529640.23,2024-08
1087,Chicago,2,406011,2.53,1001202.29,2025-04
1088,Miami,3,416798,7.56,1645088.27,2024-12
1089,Phoenix,3,24459,1.17,171277.27,2024-07
1090,Denver,9,494345,1.31,1522145.9,2025-01
1091,Los Angeles,7,377850,7.87,505586.01,2024-08
1092,Houston,2,345529,5.9,1006905.42,2024-07
1093,Houston,3,266091,2.32,1750559.18,2024-11
1094,Chicago,8,254084,9.79,158951.54,2025-03
1095,Phoenix,7,283138,9.05,1329282.44,2024-12
1096,Los Angeles,7,284168,2.93,1478815.66,2024-07
1097,Miami,5,498679,4.57,764661.2,2024-11
1098,Chicago,4,92595,3.79,1858825.42,2024-12
1099,Phoenix,6,447934,3.3,1412037.74,2025-04
1100,Los Angeles,4,419298,4.05,590853.64,2024-11
1101,Chicago,3,232541,2.27,226543.2,2024-10
1102,Chicago,9,161611,7.53,1132569.38,2024-10
1103,San Francisco,10,306429,6.86,746792.49,2024-07
1104,Los Angeles,8,246042,1.6,556793.94,2025-02
1105,Chicago,7,497057,3.83,1456709.5,2025-04
1106,Houston,8,92841,9.55,1469402.85,2025-03
1107,Denver,8,341926,3.23,1233292.28,2024-07
1108,Miami,5,371272,9.03,1193229.72,2025-01
1109,Phoenix,7,199739,6.5,77433.73,2025-02
1110,Phoenix,1,296745,4.43,753756.82,2024-09
1111,Chicago,4,141360,9.51,253462.48,2025-02
1112,Boston,2,173724,2.06,1448894.18,2024-10
1113,New York,10,386997,1.67,1769146.76,2025-02
1114,Miami,9,473163,8.59,1793377.16,2025-01
1115,New York,1,320238,2.87,161716.96,2025-01
1116,Los Angeles,8,283731,7.93,1943345.39,2024-08
1117,New York,7,376423,3.25,716383.92,2024-11
1118,Los Angeles,7,296926,2.68,1919018.09,2025-03
1119,Los Angeles,3,312413,10.0,1361877.77,2024-07
1120,Phoenix,3,384168,1.88,1428608.18,2025-03
1121,New York,2,241131,3.8,1028466.62,2024-10
1122,Miami,4,223305,1.8,1389216.71,2024-08
1123,Houston,3,241370,6.79,1253639.34,2025-03
1124,New York,8,114461,7.69,5681.9,2025-01
1125,Houston,8,161008,5.13,390850.43,2024-10
1126,San Francisco,8,479545,9.4,15250.84,2024-11
1127,New York,2,195269,1.19,731054.74,2025-04
1128,Phoenix,4,406530,2.74,1538002.77,2024-11
1129,Los Angeles,10,158124,6.23,642558.17,2025-01
1130,Houston,8,486195,5.94,918676.76,2024-12
1131,Los Angeles,6,331226,9.27,1122967.6,2024-12
1132,Denver,4,444954,1.73,1570675.72,2025-04
1133,Miami,6,398295,1.9,877039.51,2024-09
1134,Los Angeles,3,93309,6.02,774509.07,2024-12
1135,Los Angeles,7,50064,4.71,117286.93,2025-04
1136,Houston,1,365282,4.49,781903.75,2024-10
1137,New York,5,274938,2.14,1579135.79,2024-09
1138,Houston,7,429404,9.84,1272682.9,2025-04
1139,Boston,2,279029,6.17,1259741.19,2025-02
1140,San Francisco,8,311067,1.12,1628483.24,2025-01
1141,New York,4,380133,2.31,1134466.21,2024-08
1142,San Francisco,3,41756,3.99,1916144.45,2025-01
1143,Phoenix,7,497780,1.33,1369289.71,2024-09
1144,Houston,9,164028,4.17,384960.2,2025-03
1145,Chicago,3,263890,4.44,528398.76,2024-08
1146,Phoenix,2,290108,2.83,1942142.72,2024-11
1147,Seattle,7,301341,4.02,1368091.47,2025-03
1148,Phoenix,2,282789,3.76,1820160.84,2025-01
1149,New York,7,396863,3.72,1099602.59,2025-04
1150,Houston,3,230091,9.69,417593.07,2024-07
1151,Miami,4,153362,1.18,17652.59,2024-10
1152,New York,9,130261,1.09,123184.14,2024-11
1153,New York,10,284036,8.27,1496731.46,2025-01
1154,Chicago,6,434656,5.73,1763403.04,2024-11
1155,Phoenix,6,432993,9.84,404784.23,2025-04
1156,New York,6,182374,6.52,1696352.93,2025-03
1157,Los Angeles,9,265281,4.21,1703437.86,2024-11
1158,Phoenix,5,294988,7.8,1553022.86,2025-04
1159,New York,1,243804,2.14,1842688.48,2024-11
1160,Boston,6,297847,1.66,1158979.13,2024-07
1161,Miami,5,52876,1.66,1506788.26,2024-11
1162,Phoenix,1,359522,5.28,60132.03,2024-09
1163,Chicago,6,231372,8.86,716591.05,2024-08
1164,Houston,1,400945,1.09,1480008.66,2024-10
1165,Denver,6,92635,8.2,1149666.63,2024-11
1166,San Francisco,6,274803,2.33,647223.86,2024-09
1167,Seattle,3,117733,7.66,916944.04,2024-08
1168,Chicago,8,378496,3.88,1841662.36,2025-04
1169,Boston,4,226283,6.51,1010341.4,2024-11
1170,Los Angeles,7,409588,2.87,1154766.39,2025-02
1171,Boston,6,429828,9.34,149517.61,2024-08
1172,New York,10,6931,1.6,293757.67,2025-03
1173,Phoenix,9,231131,8.16,1229754.72,2024-07
1174,Denver,5,431309,5.82,954035.29,2025-02
1175,Seattle,9,422129,2.02,481074.76,2024-11
1176,Denver,2,236658,2.98,637847.68,2024-12
1177,Miami,7,436090,9.79,1955804.93,2025-03
1178,Chicago,3,111767,4.02,228682.29,2025-02
1179,New York,10,452769,2.46,1292166.91,2025-02
1180,Denver,4,159872,5.49,1758821.1,2025-04
1181,Los Angeles,7,65497,7.6,1204381.26,2024-09
1182,Houston,8,465804,1.71,445687.18,2024-10
1183,San Francisco,3,275818,1.19,1067611.07,2025-01
1184,Boston,2,230444,3.35,897695.34,2024-07
1185,Seattle,6,92128,8.72,1571172.43,2025-02
1186,Boston,7,55145,2.39,1614312.9,2024-09
1187,Chicago,1,103772,7.41,1877252.73,2024-08
1188,New York,2,351418,4.39,617753.57,2024-08
1189,Los Angeles,8,209531,9.03,517119.03,2024-12
1190,Chicago,8,209880,6.96,27875.43,2025-01
1191,San Francisco,1,18568,9.32,1538977.96,2024-08
1192,Los Angeles,7,155492,4.16,1897911.58,2025-02
1193,Boston,8,433340,7.97,1765419.84,2024-09
1194,Boston,5,372331,2.1,39389.84,2024-08
1195,Chicago,4,330623,1.74,1415675.86,2024-11
1196,Los Angeles,4,477464,9.46,1873084.93,2025-03
1197,Boston,8,233005,3.03,215807.91,2025-01
1198,San Francisco,1,29398,5.07,1389768.73,2024-11
1199,New York,7,378440,3.06,257985.22,2024-09
1200,San Francisco,6,329120,4.0,1617042.69,2024-08
1201,Boston,8,89633,4.73,199018.25,2024-09
1202,Denver,3,7643,4.49,733674.53,2024-12
1203,Los Angeles,10,454726,3.67,1643556.31,2024-10
1204,Miami,7,102358,4.82,1412108.79,2024-09
1205,Seattle,2,104584,8.36,1733991.39,2025-02
1206,Chicago,6,95131,6.94,1856686.82,2024-08
1207,Miami,8,437667,8.28,1388820.34,2024-11
1208,San Francisco,1,372767,2.76,1631461.83,2024-11
1209,New York,4,407698,3.28,756684.73,2024-10
1210,Phoenix,8,432604,4.16,1891482.61,2025-04
1211,Phoenix,10,109034,2.86,134611.87,2025-01
1212,Boston,7,192194,1.23,458884.31,2024-09
1213,New York,6,81146,5.47,1657674.64,2024-07
1214,New York,9,208622,5.17,1392089.08,2024-10
1215,Seattle,10,370734,7.55,1456353.13,2025-03
1216,Miami,3,164427,6.11,1755969.93,2024-08
1217,Boston,2,359273,1.7,807584.06,2025-04
1218,Los Angeles,2,21898,7.11,1932390.74,2024-10
1219,New York,8,267225,8.12,1393624.32,2024-08
1220,Seattle,3,312049,5.6,656069.04,2025-02
1221,Denver,5,159315,5.83,427565.48,2025-02
1222,San Francisco,6,278536,8.06,620953.22,2025-03
1223,San Francisco,10,98347,7.56,239811.56,2025-03
1224,Denver,1,136011,9.89,1732951.34,2024-12
1225,Los Angeles,6,281887,5.4,1424800.19,2025-02
1226,Miami,8,68780,7.1,1968804.65,2024-12
1227,Miami,10,64574,3.6,92089.91,2024-09
1228,Seattle,6,41230,1.67,1227808.77,2024-07
1229,Phoenix,6,113586,9.36,686062.52,2025-02
1230,New York,4,494424,7.89,1755699.48,2025-04
1231,New York,1,140714,4.62,513001.97,2025-01
1232,Denver,9,455631,6.62,990026.49,2024-11
1233,Seattle,5,6108,2.95,1315431.21,2024-10
1234,Denver,3,229725,4.72,758511.47,2025-04
1235,Denver,6,321781,6.24,613414.45,2024-09
1236,New York,7,290527,6.2,899824.61,2024-07
1237,Miami,5,447544,1.1,632319.69,2025-02
1238,Denver,4,239264,3.8,1266634.13,2025-04
1239,Los Angeles,3,17158,6.93,1590690.4,2024-08
1240,New York,10,483859,2.07,1207126.19,2025-01
1241,Miami,8,168813,6.64,886272.05,2025-04
1242,Chicago,3,68767,1.38,1755979.95,2025-03
1243,Phoenix,5,461505,1.88,1121913.72,2025-01
1244,Phoenix,6,434358,5.17,520955.94,2025-01
1245,Seattle,8,84780,8.53,130890.76,2024-12
1246,San Francisco,5,267366,5.29,1447608.49,2025-04
1247,Chicago,5,349386,4.86,452821.93,2025-02
1248,San Francisco,7,239136,6.37,1122072.25,2025-02
1249,San Francisco,1,262902,5.64,1642313.97,2025-01
1250,Chicago,2,227695,4.01,943173.13,2024-07
1251,Miami,4,50942,1.58,1946185.08,2024-10
1252,Chicago,8,89834,2.68,1807094.85,2025-02
1253,San Francisco,6,398939,6.79,1868699.5,2024-10
1254,Phoenix,9,89837,5.46,1859095.13,2025-02
1255,Seattle,10,334997,6.27,1868834.06,2024-08
1256,Denver,1,251741,8.57,1198845.74,2024-10
1257,Boston,8,217382,3.51,978296.07,2024-09
1258,Boston,10,443225,3.18,1789640.7,2025-02
1259,Los Angeles,4,334454,3.8,1244248.37,2024-12
1260,New York,3,218176,3.51,1367522.58,2025-03
1261,Denver,3,426996,2.97,1939441.5,2025-01
1262,Boston,7,351293,5.72,143448.89,2025-04
1263,Chicago,1,216802,9.51,1446681.59,2024-09
1264,Houston,3,416137,2.06,103745.26,2024-08
1265,Los Angeles,7,222638,8.21,1930008.06,2025-04
1266,Seattle,5,433024,7.1,809788.64,2024-10
1267,Boston,4,79445,2.36,604766.73,2025-02
1268,Chicago,8,461717,9.93,26105.5,2024-10
1269,Phoenix,8,21722,9.57,18008.3,2024-11
1270,Chicago,10,283257,4.44,92283.72,2024-07
1271,Houston,5,396058,6.4,581088.97,2024-10
1272,Houston,1,169000,7.72,1000705.2,2024-09
1273,Los Angeles,2,30808,9.05,364925.68,2024-08
1274,New York,4,357209,9.16,1800263.27,2025-03
1275,Seattle,10,35421,6.48,844463.24,2025-04
1276,Los Angeles,4,498867,7.79,1497563.72,2024-11
1277,New York,3,85043,1.54,313853.97,2025-02
1278,Boston,2,23364,1.43,325846.32,2024-09
1279,Houston,2,66561,4.58,1576161.54,2024-12
1280,Houston,7,72427,3.77,1369271.56,2025-03
1281,Phoenix,9,191352,4.57,1936301.19,2025-03
1282,Denver,5,306061,6.46,941943.89,2025-01
1283,New York,7,226357,2.71,1563922.13,2024-11
1284,Chicago,1,401566,1.91,946308.56,2024-10
1285,Miami,10,318670,2.13,558923.96,2024-08
1286,Los Angeles,10,64898,6.18,1022988.33,2025-04
1287,Los Angeles,4,496622,3.65,1721957.86,2024-10
1288,Los Angeles,6,111622,1.32,203288.35,2025-03
1289,Phoenix,4,406590,9.44,317948.12,2024-08
1290,Chicago,1,41485,3.71,1056757.59,2024-10
1291,San Francisco,5,148112,8.44,283951.63,2025-04
1292,Denver,5,460062,1.15,1384000.36,2024-08
1293,Denver,2,155372,7.26,718136.0,2024-09
1294,Miami,3,181522,8.75,725636.16,2024-11
1295,New York,9,126276,4.08,432487.09,2024-08
1296,Phoenix,6,53582,4.63,1956287.85,2025-03
1297,Denver,7,238297,3.39,1022082.35,2025-02
1298,Boston,10,26566,4.64,1542015.54,2024-09
1299,San Francisco,2,152711,4.26,434457.52,2024-07
1300,Boston,2,266994,9.43,566095.65,2025-03
1301,Miami,3,134884,2.35,146644.75,2024-07
1302,Denver,1,70047,5.88,1045552.76,2025-01
1303,Los Angeles,10,166743,4.5,397411.33,2025-01
1304,Phoenix,6,488412,6.69,1241193.13,2024-12
1305,New York,10,70745,3.6,203120.39,2025-03
1306,Los Angeles,9,228407,3.33,1253406.98,2024-08
1307,Seattle,3,196266,1.59,524521.38,2024-09
1308,Chicago,8,248443,3.78,606145.84,2024-11
1309,New York,3,86291,2.05,205499.23,2024-07
1310,Miami,2,62185,2.08,268468.22,2024-08
1311,San Francisco,3,16911,1.03,1177022.97,2024-08
1312,Boston,7,181626,7.84,1421624.19,2024-12
1313,Phoenix,7,384323,5.76,613237.26,2025-02
1314,Miami,10,494799,5.25,362412.1,2025-02
1315,Denver,7,244992,2.63,130601.72,2024-07
1316,Seattle,8,270113,9.88,683610.87,2025-02
1317,Seattle,9,98901,7.81,1551549.34,2025-01
1318,Miami,9,163181,9.39,1700136.67,2024-09
1319,New York,8,336112,4.68,414050.64,2025-02
1320,Denver,5,167488,9.93,1495033.48,2024-07
1321,Boston,10,452130,6.97,949836.6,2024-10
1322,Seattle,6,263049,9.6,1085118.73,2025-01
1323,Denver,9,212504,7.49,205424.01,2024-11
1324,New York,9,331032,8.51,291465.83,2024-08
1325,New York,10,494099,1.16,167805.98,2024-10
1326,Seattle,1,30617,4.04,1927988.21,2025-03
1327,Miami,4,376307,8.22,1794063.91,2025-03
1328,San Francisco,1,80282,4.97,1321817.65,2024-07
1329,Boston,5,6589,5.87,309921.38,2024-11
1330,Denver,7,376214,6.72,1601062.83,2025-04
1331,New York,9,294636,7.72,1108331.0,2024-12
1332,New York,7,213013,1.41,1849300.85,2025-01
1333,Phoenix,7,444630,5.49,1744450.39,2024-09
1334,Seattle,9,32050,2.84,1720900.21,2025-04
1335,Phoenix,2,426449,8.99,1779961.34,2024-11
1336,San Francisco,6,111575,6.09,1378712.91,2024-12
1337,Miami,10,48891,3.54,434039.13,2025-02
1338,Phoenix,2,460499,8.63,1285301.61,2024-09
1339,Miami,2,92106,2.27,526397.0,2025-03
1340,Denver,5,451455,5.75,876871.53,2024-10
1341,Chicago,10,136710,8.03,294532.42,2024-11
1342,Denver,5,419078,8.08,482864.04,2025-03
1343,Miami,3,241832,9.68,857214.51,2024-08
1344,New York,2,83283,3.03,425493.27,2024-12
1345,Phoenix,3,134298,9.03,1250163.34,2024-12
1346,Boston,3,211901,7.38,1175762.04,2024-11
1347,Seattle,10,138040,4.8,496511.61,2025-04
1348,Denver,2,104022,9.19,127158.36,2025-04
1349,Los Angeles,4,178165,6.02,172048.31,2025-01
1350,Seattle,6,326801,5.86,1008411.33,2025-02
1351,New York,8,494146,9.91,94638.88,2025-03
1352,San Francisco,6,188398,8.55,119354.54,2025-02
1353,Phoenix,4,453303,7.92,584914.86,2025-01
1354,Denver,10,36601,6.02,1235892.86,2025-01
1355,Houston,5,439882,1.59,1996839.62,2024-09
1356,Denver,7,96817,2.4,996301.24,2025-04
1357,Boston,2,487512,8.82,1277247.57,2025-01
1358,Seattle,2,264552,7.0,1862478.31,2024-10
1359,Los Angeles,2,230949,6.75,215015.38,2024-11
1360,Houston,4,407702,6.17,816784.78,2025-03
1361,Seattle,3,80156,4.75,989952.66,2025-03
1362,Denver,1,296799,1.22,1423764.17,2024-07
1363,Miami,2,445411,4.49,1300291.39,2025-01
1364,New York,1,191777,2.57,601398.44,2025-04
1365,Houston,9,103599,4.24,95828.98,2024-07
1366,Houston,9,89427,1.82,719381.5,2025-03
1367,Seattle,3,351634,4.02,120969.07,2024-08
1368,Houston,3,49986,8.99,1358549.0,2024-12
1369,San Francisco,8,422312,6.65,394472.9,2025-02
1370,Boston,1,364363,6.69,108343.25,2025-02
1371,Los Angeles,5,414229,3.97,1269567.86,2025-03
1372,Chicago,3,109505,2.93,83137.17,2025-04
1373,New York,10,190868,1.54,1715925.08,2024-07
1374,Denver,2,448388,7.12,236415.14,2024-12
1375,Boston,6,168089,6.53,1161217.15,2024-12
1376,Boston,8,30733,7.43,429534.08,2024-09
1377,Los Angeles,5,4324,5.67,279063.61,2025-04
1378,San Francisco,10,491310,3.56,841536.13,2025-01
1379,Phoenix,2,305691,9.32,1478508.82,2024-10
1380,Denver,6,175503,2.45,722276.29,2024-07
1381,Chicago,8,237049,2.01,781486.32,2025-04
1382,Denver,2,300061,8.43,1011671.38,2025-04
1383,San Francisco,2,110997,9.52,1958420.71,2024-10
1384,New York,7,113136,2.94,1540502.77,2025-03
1385,Miami,4,334632,6.6,1994621.33,2025-01
1386,Houston,1,401690,8.69,530709.85,2025-01
1387,Los Angeles,6,195233,9.9,756074.77,2025-02
1388,New York,3,241182,5.49,318866.21,2024-10
1389,Miami,2,452145,4.14,1062968.72,2025-04
1390,Denver,7,54913,9.57,554810.67,2024-11
1391,Seattle,2,382809,8.76,876190.58,2024-07
1392,San Francisco,1,412931,6.68,1644577.06,2025-01
1393,New York,10,100039,4.49,229529.47,2024-10
1394,New York,2,459559,9.56,845869.14,2024-07
1395,Los Angeles,3,277347,6.7,1597577.0,2025-02
1396,Denver,3,47545,2.4,288700.09,2024-09
1397,Denver,7,143674,2.36,157004.43,2024-11
1398,Chicago,7,231989,7.46,1137144.51,2024-11
1399,Los Angeles,4,338729,2.06,271199.77,2024-11
1400,Seattle,2,245879,3.58,806946.56,2025-04
1401,Seattle,8,48098,8.34,839359.41,2024-10
1402,San Francisco,7,307265,4.73,170730.11,2024-12
1403,Phoenix,7,67927,2.48,1068054.15,2024-08
1404,Phoenix,2,499786,8.88,1213257.14,2024-09
1405,Denver,6,199767,4.34,201860.86,2024-08
1406,Boston,10,411736,4.17,1771637.21,2025-04
1407,New York,2,106988,2.77,699067.3,2024-07
1408,Seattle,8,264171,7.26,551687.56,2024-09
1409,Houston,6,323293,1.64,1430796.82,2025-01
1410,Denver,9,248004,9.14,970739.4,2024-11
1411,Chicago,8,314844,8.67,442605.07,2025-02
1412,Los Angeles,6,249037,3.44,840458.23,2025-01
1413,Boston,4,136434,3.71,1846190.48,2024-10
1414,Seattle,2,455756,1.25,163571.39,2025-03
1415,Los Angeles,1,53858,9.59,1437701.9,2024-08
1416,Seattle,4,162927,1.67,669366.01,2024-12
1417,Los Angeles,3,104831,7.95,331600.68,2024-09
1418,Boston,7,143550,2.47,1195948.98,2024-08
1419,Seattle,6,35930,8.65,856848.38,2024-12
1420,New York,8,429660,3.34,1437372.89,2024-07
1421,Denver,3,117867,5.71,1776797.84,2025-04
1422,San Francisco,5,86969,5.9,654787.86,2025-03
1423,Chicago,10,386369,9.74,493111.36,2024-07
1424,Phoenix,3,401667,6.8,996008.12,2024-08
1425,New York,4,63717,9.35,307236.14,2024-07
1426,Seattle,6,115838,7.97,65442.19,2025-04
1427,Los Angeles,6,314844,3.96,811251.23,2024-07
1428,Houston,9,148373,3.6,980379.08,2024-07
1429,San Francisco,6,277565,9.98,1235067.11,2024-10
1430,San Francisco,2,226645,5.16,38202.3,2024-11
1431,San Francisco,7,466548,1.75,1876587.82,2025-01
1432,Phoenix,9,241454,2.9,538106.46,2024-10
1433,Chicago,5,316503,2.63,1620441.48,2025-03
1434,Miami,10,86746,8.84,1768570.33,2024-07
1435,New York,1,453686,1.09,818584.44,2025-01
1436,Denver,2,360312,3.46,1715731.68,2025-02
1437,Miami,10,208468,3.05,1678614.14,2025-01
1438,Denver,8,51063,4.25,547831.57,2024-08
1439,Seattle,3,207789,6.46,1813426.54,2024-09
1440,San Francisco,6,98738,8.2,1029768.07,2024-08
1441,San Francisco,1,498301,1.37,1519266.78,2025-02
1442,Seattle,4,53259,2.46,509533.25,2025-01
1443,Chicago,9,183281,9.85,911905.48,2025-02
1444,San Francisco,7,268486,7.26,819877.47,2025-01
1445,Chicago,6,43894,7.43,126692.39,2024-07
1446,Chicago,5,1118,3.83,1373333.22,2025-01
1447,Chicago,5,461475,3.17,296502.76,2024-08
1448,Boston,6,317683,2.76,1095304.55,2025-04
1449,New York,5,205391,4.7,105132.11,2024-09
1450,Miami,8,304459,9.93,292286.87,2024-08
1451,Phoenix,10,312986,8.91,193193.98,2025-02
1452,Denver,6,363018,4.49,748181.52,2024-07
1453,Chicago,4,43848,4.58,1080827.87,2024-09
1454,Boston,9,344300,3.05,1997643.21,2024-09
1455,Houston,6,406169,5.96,1791803.02,2024-09
1456,New York,9,347368,1.61,1187543.28,2025-04
1457,Denver,6,12032,5.41,638299.54,2024-07
1458,Miami,6,317040,7.16,968789.46,2024-10
1459,San Francisco,9,273207,8.54,1890783.32,2024-09
1460,Phoenix,5,338141,1.97,958224.18,2024-09
1461,Boston,9,360968,1.61,1454058.77,2025-04
1462,Phoenix,1,480072,4.01,705133.79,2025-02
1463,Chicago,3,169414,5.04,575025.08,2024-09
1464,Houston,7,233066,4.28,1560739.35,2025-03
1465,New York,6,167796,8.94,71246.83,2024-11
1466,Los Angeles,10,412651,5.09,1160456.93,2025-02
1467,San Francisco,8,219531,9.92,27007.51,2024-08
1468,Los Angeles,1,476565,9.38,732422.38,2025-03
1469,Los Angeles,10,385397,8.12,770005.67,2024-12
1470,Boston,5,3036,9.62,285351.22,2024-08
1471,Seattle,2,144699,6.63,1643738.02,2025-02
1472,New York,10,52027,9.54,741323.99,2025-04
1473,San Francisco,3,448148,3.83,852288.63,2024-08
1474,Denver,7,60751,8.1,985644.9,2024-08
1475,Phoenix,9,481957,3.09,669029.77,2025-03
1476,Los Angeles,6,385050,9.72,833444.86,2025-01
1477,Phoenix,5,319346,1.31,447990.79,2025-03
1478,Boston,2,22085,5.05,1581982.94,2024-11
1479,Phoenix,7,234293,6.55,1751040.4,2025-04
1480,Seattle,2,159796,8.33,1846474.2,2025-02
1481,Miami,2,345724,3.69,865846.83,2025-04
1482,New York,3,130637,3.23,1854951.52,2024-12
1483,Chicago,2,253205,6.06,1880503.61,2025-03
1484,Houston,3,73189,1.1,1278830.71,2025-02
1485,Denver,5,398804,5.63,253558.57,2024-09
1486,San Francisco,8,388929,1.31,313055.06,2024-12
1487,Miami,1,344383,7.18,907476.33,2025-03
1488,Seattle,4,271581,9.13,1050221.37,2024-10
1489,Boston,9,328810,1.42,929339.86,2025-04
1490,Chicago,5,394691,5.86,1216108.18,2025-01
1491,Miami,5,376048,2.38,1831912.26,2024-10
1492,Boston,2,429883,2.56,376834.97,2024-12
1493,Seattle,4,443905,1.51,942742.57,2024-12
1494,Boston,8,311251,1.27,1607264.81,2025-03
1495,New York,7,392466,1.67,461152.27,2025-04
1496,Los Angeles,2,428059,9.52,1030423.53,2024-10
1497,Houston,3,159127,7.54,1745293.36,2024-09
1498,Houston,7,395315,5.97,1575113.98,2024-10
1499,Los Angeles,3,266414,5.55,1334571.94,2025-04
1500,Miami,4,359407,2.27,538194.6,2024-07
1501,Miami,4,447014,3.69,973039.54,2024-11
1502,Miami,7,282266,6.49,845576.99,2024-10
1503,Boston,3,300531,8.04,780197.72,2025-02
1504,Los Angeles,4,434026,9.19,522749.4,2025-03
1505,Miami,2,412857,7.54,1559513.04,2025-03
1506,Phoenix,5,91868,9.09,426768.34,2024-09
1507,Chicago,4,279395,6.31,828561.47,2025-02
1508,New York,1,102487,4.73,42227.13,2024-09
1509,Seattle,1,172430,1.34,939700.77,2024-12
1510,Los Angeles,7,263054,3.46,1539658.41,2024-10
1511,Los Angeles,5,461667,4.79,1728166.33,2024-09
1512,San Francisco,8,408993,7.15,859412.15,2025-01
1513,Houston,3,16393,1.22,907708.22,2024-12
1514,Chicago,1,360364,6.62,1640327.85,2024-11
1515,Denver,10,407017,1.45,160158.63,2025-03
1516,Boston,4,420500,6.07,1359454.59,2025-04
1517,Chicago,3,390251,7.47,162638.44,2024-09
1518,Phoenix,5,80426,2.22,257184.26,2024-10
1519,San Francisco,10,89031,5.03,132896.97,2025-01
1520,New York,1,181114,9.19,381683.24,2024-07
1521,San Francisco,6,435633,6.92,468486.62,2024-07
1522,Chicago,4,277168,7.91,1797069.02,2024-12
1523,New York,10,305675,2.21,1156175.95,2024-07
1524,Los Angeles,1,368288,8.07,1166787.87,2025-01
1525,Denver,9,293537,1.44,288617.96,2024-12
1526,Chicago,10,47086,5.57,1394429.61,2024-10
1527,Phoenix,3,430337,2.27,100240.39,2025-02
1528,Denver,1,130628,2.32,716693.58,2025-02
1529,New York,8,349828,4.7,1856110.91,2025-02
1530,San Francisco,10,192821,5.49,3013.74,2025-03
1531,Houston,3,49694,4.27,849425.13,2024-09
1532,Houston,8,127769,7.04,133241.09,2025-01
1533,Seattle,3,203475,6.71,1189743.9,2025-02
1534,Chicago,7,407677,2.71,1871190.39,2024-07
1535,Seattle,9,65373,6.91,1957814.81,2024-11
1536,Phoenix,5,345135,7.98,1472458.54,2024-11
1537,San Francisco,3,478694,6.87,1550216.88,2024-10
1538,Denver,7,467088,3.75,1829447.59,2025-03
1539,Houston,2,293686,6.32,237485.72,2024-12
1540,Los Angeles,7,433822,8.92,1604782.78,2025-01
1541,San Francisco,4,158781,8.27,502802.96,2024-07
1542,Boston,3,412065,2.87,1752591.37,2024-10
1543,Chicago,8,495010,1.11,1458022.16,2024-10
1544,New York,1,234272,1.73,297146.49,2024-11
1545,Denver,7,51474,5.12,931397.98,2024-11
1546,San Francisco,9,492749,4.78,1244498.09,2024-09
1547,Phoenix,5,450095,4.48,286107.29,2024-07
1548,Boston,4,4046,3.43,1858444.76,2024-08
1549,Houston,4,131434,5.27,1087178.48,2025-02
1550,Phoenix,9,398480,3.18,607362.11,2024-08
1551,Miami,9,247904,3.3,897942.52,2025-02
1552,Phoenix,10,90682,4.92,902567.44,2024-10
1553,Chicago,10,25494,5.73,1656214.94,2025-03
1554,Phoenix,2,440210,9.93,720499.62,2024-08
1555,Miami,4,160969,2.52,178877.55,2024-07
1556,San Francisco,9,278580,5.89,1071595.16,2025-03
1557,Miami,8,74151,3.33,35670.91,2025-01
1558,San Francisco,7,346733,4.67,1662504.47,2025-03
1559,Phoenix,1,298467,2.97,29928.17,2024-09
1560,Seattle,7,8078,7.74,1996226.8,2025-03
1561,Houston,5,158949,1.53,1827045.59,2024-10
1562,Chicago,6,36514,3.55,1302108.69,2024-07
1563,Chicago,1,314912,1.27,734000.35,2024-09
1564,Phoenix,4,59565,1.13,121509.53,2024-08
1565,Phoenix,2,68790,6.86,1012214.71,2025-04
1566,Denver,3,269180,1.9,1215103.77,2025-01
1567,Chicago,1,129838,8.88,314699.68,2024-10
1568,New York,7,125861,3.27,553292.08,2025-01
1569,Chicago,10,306313,1.38,380834.04,2025-04
1570,Phoenix,9,61136,1.88,170397.78,2025-04
1571,Denver,7,132770,1.07,930590.47,2024-07
1572,San Francisco,2,173859,5.81,459043.57,2024-08
1573,San Francisco,5,416591,1.78,506935.61,2024-11
1574,Seattle,9,394347,9.18,1594372.85,2024-10
1575,New York,2,4531,1.41,1050301.98,2024-07
1576,Miami,7,283993,6.39,1130030.55,2024-10
1577,Seattle,4,334022,9.49,56180.24,2024-10
1578,Seattle,2,225446,2.39,460784.69,2024-12
1579,Boston,4,227287,8.19,786170.9,2025-04
1580,Houston,10,480495,6.51,1343646.63,2025-03
1581,Denver,5,459324,1.08,1873051.9,2024-07
1582,Chicago,1,266678,8.7,1947117.85,2024-09
1583,San Francisco,5,165343,8.66,1675163.06,2024-11
1584,Denver,10,314855,8.84,1486307.07,2024-09
1585,Denver,9,369814,1.24,1557489.9,2025-02
1586,Chicago,5,39435,8.03,1050215.42,2025-02
1587,San Francisco,7,75650,7.99,1808863.48,2024-12
1588,Seattle,8,434974,3.19,277288.73,2024-11
1589,Chicago,7,250176,5.47,1412224.67,2025-02
1590,Los Angeles,2,347570,1.24,960813.6,2024-10
1591,New York,9,336311,9.48,1813344.44,2025-03
