activity_id,viewer_id,movie_id,watch_date,watch_duration_min,completion_pct,device
1195,2523,9,2024-10-13,59,60.2,Desktop
1196,2392,7,2024-08-20,80,79.2,Mobile
1197,4388,4,2024-09-29,156,98.1,Mobile
1198,2478,4,2024-06-10,88,55.3,Mobile
1199,4634,5,2025-01-01,96,66.2,Tablet
1200,4906,1,2024-08-31,53,52.0,Mobile
1201,4413,10,2025-01-11,92,57.1,Desktop
1202,2118,1,2025-02-27,52,51.0,Desktop
1203,4600,5,2025-02-18,64,44.1,Smart TV
1204,1202,4,2024-07-09,18,11.3,Tablet
1205,3394,9,2025-01-28,19,19.4,Mobile
1206,3088,7,2024-10-17,86,85.1,Desktop
1207,4323,2,2025-03-24,48,47.5,Mobile
1208,2070,2,2025-03-25,53,52.5,Desktop
1209,2692,9,2024-06-01,16,16.3,Desktop
1210,380,8,2024-07-29,104,86.0,Tablet
1211,1279,1,2024-12-29,81,79.4,Smart TV
1212,393,1,2024-09-13,62,60.8,Mobile
1213,4419,9,2024-06-17,85,86.7,Mobile
1214,3295,8,2024-08-16,25,20.7,Desktop
1215,4508,10,2024-08-29,111,68.9,Smart TV
1216,2673,5,2024-06-16,139,95.9,Mobile
1217,4230,8,2025-02-15,23,19.0,Smart TV
1218,3826,10,2024-10-20,52,32.3,Mobile
1219,4423,2,2024-06-02,58,57.4,Tablet
1220,4914,10,2024-12-15,33,20.5,Mobile
1221,3328,3,2024-12-18,65,70.7,Desktop
1222,272,1,2025-02-27,76,74.5,Desktop
1223,984,1,2025-01-20,35,34.3,Mobile
1224,1595,3,2024-10-14,58,63.0,Smart TV
1225,2672,5,2024-12-13,60,41.4,Desktop
1226,4276,5,2025-02-04,90,62.1,Mobile
1227,90,2,2024-10-30,27,26.7,Desktop
1228,3064,5,2024-09-19,46,31.7,Tablet
1229,4797,10,2024-07-17,9,5.6,Desktop
1230,2984,4,2024-10-06,122,76.7,Mobile
1231,2182,3,2025-03-19,75,81.5,Tablet
1232,482,7,2024-10-06,95,94.1,Tablet
1233,1081,8,2024-10-29,5,4.1,Desktop
1234,1090,7,2024-11-05,45,44.6,Mobile
1235,1822,6,2025-01-04,95,66.9,Smart TV
1236,4365,9,2025-01-12,15,15.3,Smart TV
1237,1992,5,2024-12-22,9,6.2,Smart TV
1238,1204,9,2024-07-31,74,75.5,Smart TV
1239,4083,10,2024-10-06,120,74.5,Smart TV
1240,3368,5,2024-08-17,107,73.8,Desktop
1241,3506,3,2024-06-20,34,37.0,Tablet
1242,4951,7,2025-02-26,64,63.4,Tablet
1243,1060,5,2024-12-08,23,15.9,Smart TV
1244,1427,10,2024-08-09,129,80.1,Mobile
1245,4955,5,2025-02-24,52,35.9,Tablet
1246,3365,3,2025-03-16,26,28.3,Desktop
1247,3416,1,2024-12-21,54,52.9,Mobile
1248,4780,8,2024-12-26,77,63.6,Desktop
1249,3089,4,2024-08-19,93,58.5,Desktop
1250,4529,4,2025-01-31,87,54.7,Tablet
1251,3802,9,2025-02-09,70,71.4,Tablet
1252,3049,10,2025-01-09,52,32.3,Mobile
1253,2024,5,2024-10-09,36,24.8,Desktop
1254,2061,1,2024-10-05,71,69.6,Mobile
1255,4941,6,2025-02-26,56,39.4,Desktop
1256,1268,10,2024-08-04,26,16.1,Tablet
1257,37,1,2024-07-05,8,7.8,Smart TV
1258,3821,5,2024-12-22,17,11.7,Desktop
1259,2499,10,2024-09-25,22,13.7,Mobile
1260,1784,5,2024-11-01,23,15.9,Mobile
1261,4232,1,2025-03-22,31,30.4,Tablet
1262,4453,6,2025-01-27,43,30.3,Desktop
1263,4425,1,2025-01-09,80,78.4,Smart TV
1264,1309,7,2024-08-09,43,42.6,Smart TV
1265,1240,1,2024-06-29,47,46.1,Desktop
1266,1902,4,2024-06-16,91,57.2,Tablet
1267,4986,7,2024-07-23,59,58.4,Smart TV
1268,3283,9,2024-08-04,84,85.7,Mobile
1269,4375,6,2024-08-07,107,75.4,Mobile
1270,2986,2,2024-10-04,65,64.4,Mobile
1271,3347,8,2024-12-27,83,68.6,Mobile
1272,4685,9,2024-11-18,60,61.2,Tablet
1273,2379,3,2024-06-04,88,95.7,Smart TV
1274,4021,4,2024-10-10,83,52.2,Mobile
1275,1848,3,2024-07-08,45,48.9,Desktop
1276,2587,8,2024-12-25,89,73.6,Mobile
1277,4065,1,2025-02-06,11,10.8,Tablet
1278,601,4,2025-02-10,48,30.2,Smart TV
1279,3433,1,2024-07-15,33,32.4,Desktop
1280,2733,1,2025-03-26,23,22.5,Mobile
1281,4225,10,2025-02-03,55,34.2,Desktop
1282,331,4,2024-09-06,122,76.7,Smart TV
1283,2544,3,2024-10-19,42,45.7,Tablet
1284,4989,5,2024-06-01,145,100.0,Smart TV
1285,211,8,2025-01-14,60,49.6,Tablet
1286,2583,3,2024-07-04,33,35.9,Mobile
1287,2633,8,2024-07-10,57,47.1,Mobile
1288,280,8,2025-03-13,85,70.2,Smart TV
1289,1958,2,2024-08-25,66,65.3,Smart TV
1290,2881,2,2024-12-14,39,38.6,Desktop
1291,4957,5,2024-07-08,14,9.7,Smart TV
1292,2821,9,2024-11-25,5,5.1,Mobile
1293,3702,2,2024-10-12,46,45.5,Smart TV
1294,2997,10,2024-10-06,105,65.2,Mobile
1295,4030,7,2025-01-29,11,10.9,Mobile
1296,93,1,2025-03-28,41,40.2,Desktop
1297,2552,1,2024-11-11,96,94.1,Smart TV
1298,2264,2,2024-06-10,74,73.3,Desktop
1299,1226,10,2024-08-31,144,89.4,Mobile
1300,1713,9,2024-12-13,8,8.2,Tablet
1301,1955,3,2025-02-19,10,10.9,Smart TV
1302,3272,9,2024-10-21,75,76.5,Mobile
1303,4428,8,2024-06-07,73,60.3,Desktop
1304,1290,7,2024-11-21,46,45.5,Mobile
1305,3583,7,2024-09-14,41,40.6,Desktop
1306,3421,4,2024-08-07,92,57.9,Desktop
1307,4956,1,2025-01-26,29,28.4,Smart TV
1308,4122,5,2025-02-15,10,6.9,Mobile
1309,349,7,2025-02-14,67,66.3,Tablet
1310,1378,1,2024-06-22,81,79.4,Mobile
1311,4431,10,2024-10-23,28,17.4,Desktop
1312,1636,2,2024-08-14,16,15.8,Tablet
1313,789,7,2024-11-19,17,16.8,Smart TV
1314,4595,9,2024-06-25,48,49.0,Smart TV
1315,1975,3,2024-09-04,56,60.9,Mobile
1316,3304,2,2024-06-17,81,80.2,Smart TV
1317,1302,8,2024-08-15,107,88.4,Mobile
1318,4921,6,2025-01-27,62,43.7,Mobile
1319,2234,8,2024-12-04,66,54.5,Smart TV
1320,465,5,2025-02-28,127,87.6,Desktop
1321,3636,4,2024-07-03,25,15.7,Smart TV
1322,602,7,2025-03-21,100,99.0,Smart TV
1323,2231,4,2025-01-02,152,95.6,Tablet
1324,1084,7,2024-12-26,57,56.4,Desktop
1325,4721,4,2024-12-10,88,55.3,Mobile
1326,112,6,2024-08-10,64,45.1,Tablet
1327,4380,2,2024-11-02,99,98.0,Mobile
1328,3983,3,2025-03-12,52,56.5,Tablet
1329,3181,1,2025-02-20,32,31.4,Tablet
1330,425,1,2024-12-19,47,46.1,Desktop
1331,3243,1,2024-10-01,55,53.9,Tablet
1332,361,1,2024-08-06,52,51.0,Mobile
1333,66,7,2025-03-07,39,38.6,Mobile
1334,4806,1,2024-06-23,32,31.4,Mobile
1335,1944,3,2024-06-15,12,13.0,Desktop
1336,191,6,2024-10-13,39,27.5,Smart TV
1337,3769,3,2024-12-07,30,32.6,Tablet
1338,1895,10,2024-07-28,98,60.9,Desktop
1339,406,7,2025-03-01,10,9.9,Tablet
1340,3797,1,2024-11-26,22,21.6,Tablet
1341,2112,5,2024-10-18,87,60.0,Desktop
1342,2342,1,2025-03-13,45,44.1,Smart TV
1343,1845,5,2025-02-19,89,61.4,Mobile
1344,134,2,2025-03-15,76,75.2,Mobile
1345,3190,9,2024-11-26,81,82.7,Smart TV
1346,2322,9,2024-10-23,32,32.7,Smart TV
1347,1286,7,2024-08-25,56,55.4,Smart TV
1348,4042,3,2025-02-09,20,21.7,Mobile
1349,3113,6,2024-06-07,109,76.8,Desktop
1350,3441,7,2024-08-11,18,17.8,Smart TV
1351,250,9,2025-01-16,59,60.2,Mobile
1352,1264,5,2025-01-02,119,82.1,Tablet
1353,1612,1,2024-11-28,21,20.6,Mobile
1354,2992,6,2024-06-14,134,94.4,Mobile
1355,36,6,2024-07-05,55,38.7,Tablet
1356,3467,4,2025-02-10,28,17.6,Mobile
1357,443,6,2024-11-25,113,79.6,Tablet
1358,3060,10,2024-08-06,20,12.4,Desktop
1359,615,5,2024-09-16,82,56.6,Desktop
1360,2520,10,2025-01-13,88,54.7,Smart TV
1361,3076,1,2024-10-14,95,93.1,Smart TV
1362,2621,4,2025-01-26,29,18.2,Mobile
1363,1009,6,2025-03-21,122,85.9,Mobile
1364,4716,9,2025-02-28,86,87.8,Tablet
1365,2461,7,2024-12-25,100,99.0,Desktop
1366,3182,7,2024-08-03,47,46.5,Desktop
1367,4975,4,2025-02-09,87,54.7,Smart TV
1368,3244,9,2025-03-08,63,64.3,Mobile
1369,403,6,2024-09-04,124,87.3,Desktop
1370,3884,8,2024-07-16,113,93.4,Smart TV
1371,822,4,2025-03-16,6,3.8,Desktop
1372,4944,3,2024-12-02,8,8.7,Tablet
1373,1778,8,2024-09-06,35,28.9,Desktop
1374,1743,10,2024-08-08,127,78.9,Desktop
1375,2369,10,2024-10-11,108,67.1,Mobile
1376,1093,3,2024-11-12,76,82.6,Desktop
1377,3770,3,2024-12-10,55,59.8,Desktop
1378,3599,5,2025-01-29,47,32.4,Desktop
1379,1834,10,2025-03-01,45,28.0,Smart TV
1380,1120,3,2024-10-01,10,10.9,Desktop
1381,770,1,2024-10-07,78,76.5,Mobile
1382,1548,2,2024-09-25,59,58.4,Desktop
1383,2404,9,2024-08-10,40,40.8,Desktop
1384,579,5,2025-02-24,131,90.3,Desktop
1385,3959,10,2024-11-17,7,4.3,Smart TV
1386,2202,2,2024-11-23,47,46.5,Desktop
1387,3626,7,2024-11-13,12,11.9,Tablet
1388,569,10,2024-09-12,160,99.4,Desktop
1389,31,2,2024-12-19,8,7.9,Smart TV
1390,1268,4,2024-09-03,59,37.1,Tablet
1391,4037,3,2025-01-17,21,22.8,Tablet
1392,1670,8,2024-07-09,32,26.4,Tablet
1393,277,9,2024-12-21,94,95.9,Tablet
1394,232,5,2025-01-13,127,87.6,Mobile
1395,2962,4,2024-06-27,147,92.5,Desktop
1396,2745,7,2024-11-08,9,8.9,Desktop
1397,2493,10,2024-08-09,133,82.6,Smart TV
1398,308,2,2025-01-29,98,97.0,Smart TV
1399,4064,1,2024-10-17,21,20.6,Mobile
1400,3006,7,2025-02-15,65,64.4,Desktop
1401,3443,7,2024-08-10,63,62.4,Smart TV
1402,3521,10,2024-08-21,5,3.1,Mobile
1403,3317,1,2024-09-06,36,35.3,Smart TV
1404,3373,7,2024-07-07,38,37.6,Smart TV
1405,2190,10,2024-11-09,119,73.9,Tablet
1406,856,10,2025-02-23,58,36.0,Desktop
1407,3969,10,2025-03-22,151,93.8,Smart TV
1408,2111,10,2025-02-15,24,14.9,Tablet
1409,2581,1,2024-11-08,80,78.4,Mobile
1410,1171,5,2024-12-31,58,40.0,Tablet
1411,1045,5,2024-08-07,60,41.4,Desktop
1412,3122,10,2024-07-22,70,43.5,Desktop
1413,4490,2,2025-03-27,25,24.8,Mobile
1414,2362,2,2025-03-15,47,46.5,Smart TV
1415,134,4,2024-06-03,69,43.4,Mobile
1416,3690,3,2025-01-10,92,100.0,Desktop
1417,4847,3,2025-02-27,29,31.5,Smart TV
1418,1415,8,2024-08-22,43,35.5,Smart TV
1419,3778,7,2025-02-14,96,95.0,Tablet
1420,4106,2,2025-02-25,70,69.3,Desktop
1421,3689,3,2025-02-25,31,33.7,Tablet
1422,4479,1,2024-10-27,47,46.1,Mobile
1423,406,7,2024-12-14,71,70.3,Mobile
1424,4715,4,2024-12-07,70,44.0,Tablet
1425,4711,5,2025-03-02,124,85.5,Smart TV
1426,2659,7,2025-02-19,8,7.9,Tablet
1427,2207,8,2025-03-18,84,69.4,Tablet
1428,1978,4,2024-06-02,143,89.9,Tablet
1429,3236,3,2024-08-01,30,32.6,Mobile
1430,4702,9,2024-08-12,12,12.2,Tablet
1431,3284,2,2024-08-07,54,53.5,Mobile
1432,2644,2,2024-11-30,58,57.4,Smart TV
1433,4150,8,2024-12-26,92,76.0,Smart TV
1434,4283,6,2024-12-22,132,93.0,Smart TV
1435,4044,6,2024-11-28,96,67.6,Mobile
1436,3853,3,2025-01-07,37,40.2,Smart TV
1437,429,1,2024-12-15,5,4.9,Tablet
1438,3400,6,2025-02-27,138,97.2,Desktop
1439,2928,5,2024-07-07,19,13.1,Tablet
1440,2092,7,2024-11-14,50,49.5,Mobile
1441,2103,3,2024-11-02,27,29.3,Smart TV
1442,4823,2,2025-01-28,70,69.3,Smart TV
1443,1653,1,2024-09-12,23,22.5,Tablet
1444,140,9,2025-02-18,59,60.2,Desktop
1445,344,6,2024-07-03,125,88.0,Tablet
1446,3345,1,2024-09-08,36,35.3,Mobile
1447,2194,10,2024-08-18,81,50.3,Desktop
1448,3369,9,2024-07-02,87,88.8,Desktop
1449,2727,1,2024-06-25,93,91.2,Desktop
1450,2278,1,2024-07-06,82,80.4,Desktop
1451,4784,5,2025-01-08,8,5.5,Mobile
1452,4886,10,2025-02-04,126,78.3,Tablet
1453,2758,3,2024-08-18,39,42.4,Smart TV
1454,2971,2,2024-12-17,31,30.7,Smart TV
1455,2448,9,2024-11-10,6,6.1,Mobile
1456,2900,8,2024-12-11,31,25.6,Tablet
1457,117,5,2025-03-21,135,93.1,Smart TV
1458,1825,8,2025-03-21,86,71.1,Smart TV
1459,4789,1,2025-03-08,48,47.1,Mobile
1460,3541,3,2024-06-01,89,96.7,Desktop
1461,2215,10,2024-08-15,69,42.9,Mobile
1462,2899,4,2025-02-27,28,17.6,Desktop
1463,2297,6,2024-06-09,138,97.2,Tablet
1464,1259,4,2024-06-21,84,52.8,Desktop
1465,3605,2,2025-01-22,77,76.2,Tablet
1466,3579,5,2025-01-22,141,97.2,Smart TV
1467,932,10,2024-11-06,98,60.9,Mobile
1468,2190,9,2025-02-23,59,60.2,Desktop
1469,4104,4,2025-02-23,5,3.1,Desktop
1470,4260,10,2024-12-20,86,53.4,Smart TV
1471,3443,2,2024-08-21,78,77.2,Desktop
1472,3518,4,2024-06-16,48,30.2,Smart TV
1473,2294,9,2024-08-24,53,54.1,Tablet
1474,2397,7,2025-02-20,66,65.3,Desktop
1475,1577,2,2024-06-02,61,60.4,Tablet
1476,4837,7,2024-09-18,28,27.7,Mobile
1477,4339,6,2024-07-17,28,19.7,Tablet
1478,1226,9,2024-10-29,69,70.4,Desktop
1479,2785,7,2025-03-16,51,50.5,Smart TV
1480,4496,7,2024-06-12,84,83.2,Tablet
1481,1094,3,2025-01-22,35,38.0,Desktop
1482,976,4,2025-01-17,126,79.2,Mobile
1483,1868,3,2025-01-28,26,28.3,Mobile
1484,3510,1,2024-11-09,95,93.1,Smart TV
1485,3671,9,2024-06-29,85,86.7,Smart TV
1486,4759,8,2024-11-13,62,51.2,Smart TV
1487,3647,2,2025-01-02,85,84.2,Tablet
1488,1660,6,2025-02-24,85,59.9,Mobile
1489,326,9,2025-01-18,74,75.5,Desktop
1490,544,8,2024-11-28,70,57.9,Mobile
1491,4936,6,2024-06-30,131,92.3,Smart TV
1492,4986,6,2024-12-17,135,95.1,Desktop
1493,1722,7,2025-02-14,75,74.3,Smart TV
1494,3632,9,2024-12-28,70,71.4,Desktop
1495,1275,9,2024-06-09,7,7.1,Tablet
1496,1237,7,2024-09-30,15,14.9,Tablet
1497,939,2,2024-06-15,28,27.7,Smart TV
1498,4480,2,2024-07-22,75,74.3,Desktop
1499,4285,10,2024-12-16,143,88.8,Mobile
1500,218,9,2025-02-06,22,22.4,Mobile
1501,4883,7,2024-06-19,54,53.5,Mobile
1502,4802,1,2024-08-07,63,61.8,Desktop
1503,1203,8,2025-03-12,104,86.0,Desktop
1504,4971,7,2024-09-27,75,74.3,Desktop
1505,3578,5,2024-11-03,135,93.1,Tablet
1506,2591,1,2024-06-23,36,35.3,Tablet
1507,3771,8,2025-02-17,46,38.0,Tablet
1508,1846,9,2024-09-06,98,100.0,Smart TV
1509,109,6,2025-02-05,119,83.8,Tablet
1510,1400,4,2024-09-20,30,18.9,Mobile
1511,2788,6,2024-06-22,89,62.7,Smart TV
1512,269,8,2024-12-01,91,75.2,Desktop
1513,3920,2,2024-09-22,72,71.3,Smart TV
1514,367,5,2024-11-07,72,49.7,Smart TV
1515,1715,9,2024-07-24,73,74.5,Mobile
1516,2528,5,2025-02-03,21,14.5,Mobile
1517,1249,2,2024-09-25,101,100.0,Smart TV
1518,3282,1,2025-03-02,30,29.4,Tablet
1519,3224,2,2025-03-01,46,45.5,Mobile
1520,3588,1,2025-01-17,79,77.5,Tablet
1521,1165,9,2024-09-27,11,11.2,Smart TV
1522,3493,5,2025-02-18,96,66.2,Smart TV
1523,3876,5,2025-03-22,110,75.9,Smart TV
1524,1900,1,2025-01-03,102,100.0,Tablet
1525,544,5,2025-01-08,10,6.9,Desktop
1526,2616,3,2025-02-01,83,90.2,Desktop
1527,1707,8,2024-07-31,69,57.0,Smart TV
1528,2999,10,2025-01-18,132,82.0,Desktop
1529,3598,10,2024-09-28,42,26.1,Mobile
1530,4584,9,2024-09-15,55,56.1,Mobile
1531,727,3,2024-11-17,77,83.7,Smart TV
1532,1858,5,2024-09-25,46,31.7,Desktop
1533,3080,5,2024-12-08,28,19.3,Mobile
1534,2084,9,2025-03-03,49,50.0,Desktop
1535,3188,10,2024-06-13,115,71.4,Tablet
1536,2390,4,2024-12-14,81,50.9,Tablet
1537,1448,5,2024-08-02,104,71.7,Smart TV
1538,4463,10,2024-10-24,96,59.6,Mobile
1539,4996,8,2024-07-29,39,32.2,Tablet
1540,25,2,2024-11-20,61,60.4,Mobile
1541,631,3,2025-02-18,26,28.3,Mobile
1542,4521,7,2024-07-07,77,76.2,Smart TV
1543,2457,2,2024-10-19,34,33.7,Tablet
1544,480,7,2024-10-09,94,93.1,Desktop
1545,3685,8,2024-10-26,108,89.3,Mobile
1546,1028,3,2025-03-02,80,87.0,Tablet
1547,1649,5,2024-06-15,66,45.5,Desktop
1548,2850,7,2024-06-16,86,85.1,Tablet
1549,4570,3,2024-09-05,19,20.7,Tablet
1550,3766,7,2024-08-03,62,61.4,Tablet
1551,3568,7,2024-07-10,57,56.4,Mobile
1552,3229,3,2024-10-02,45,48.9,Smart TV
1553,1102,3,2024-08-05,9,9.8,Desktop
1554,4821,4,2025-03-06,73,45.9,Mobile
1555,3586,2,2025-01-03,31,30.7,Desktop
1556,2934,7,2024-06-09,67,66.3,Mobile
1557,3706,8,2024-07-07,115,95.0,Smart TV
1558,2494,3,2024-10-20,86,93.5,Tablet
1559,2407,2,2024-06-14,40,39.6,Desktop
1560,2871,4,2024-07-03,67,42.1,Tablet
1561,2954,5,2025-01-09,106,73.1,Smart TV
1562,431,3,2024-07-27,53,57.6,Tablet
1563,1051,4,2024-12-12,130,81.8,Desktop
1564,4789,2,2024-11-30,77,76.2,Tablet
1565,2917,10,2025-03-26,90,55.9,Desktop
1566,3594,3,2024-12-10,67,72.8,Smart TV
1567,4980,2,2024-06-24,43,42.6,Mobile
1568,2650,4,2024-06-02,145,91.2,Desktop
1569,521,6,2024-09-15,92,64.8,Smart TV
1570,4501,5,2024-12-22,70,48.3,Tablet
1571,4370,3,2025-03-02,28,30.4,Desktop
1572,2464,10,2025-01-27,5,3.1,Desktop
1573,2071,4,2024-12-02,21,13.2,Smart TV
1574,686,7,2024-12-09,98,97.0,Tablet
1575,1220,5,2024-12-01,55,37.9,Mobile
1576,4820,2,2025-01-21,38,37.6,Tablet
1577,1751,10,2024-07-03,86,53.4,Desktop
1578,115,1,2025-03-26,42,41.2,Smart TV
1579,3612,5,2025-02-09,67,46.2,Tablet
1580,4210,7,2024-09-08,17,16.8,Mobile
1581,4113,9,2024-06-27,52,53.1,Mobile
1582,4391,2,2025-02-01,97,96.0,Desktop
1583,1689,2,2025-03-26,44,43.6,Mobile
1584,532,6,2024-10-07,28,19.7,Desktop
1585,4382,7,2024-12-29,66,65.3,Desktop
1586,3981,2,2025-03-08,6,5.9,Mobile
1587,798,9,2024-06-24,63,64.3,Tablet
1588,3468,9,2024-11-02,45,45.9,Desktop
1589,434,6,2024-12-26,121,85.2,Mobile
1590,4737,3,2024-09-10,59,64.1,Desktop
1591,2157,2,2024-08-31,52,51.5,Desktop
1592,273,1,2024-06-28,56,54.9,Desktop
1593,1516,4,2025-02-13,18,11.3,Tablet
1594,155,6,2024-11-15,90,63.4,Desktop
1595,783,3,2024-07-20,41,44.6,Smart TV
1596,3308,3,2024-12-27,8,8.7,Tablet
1597,2581,1,2024-07-09,18,17.6,Smart TV
1598,157,6,2024-07-19,41,28.9,Tablet
1599,1686,7,2025-02-21,36,35.6,Desktop
1600,1120,3,2024-10-21,22,23.9,Mobile
1601,1902,1,2025-03-28,45,44.1,Desktop
1602,1443,3,2024-06-25,90,97.8,Smart TV
1603,226,7,2024-07-19,22,21.8,Mobile
1604,1702,2,2024-10-10,19,18.8,Smart TV
1605,4718,4,2024-07-22,62,39.0,Desktop
1606,2979,4,2024-09-01,49,30.8,Tablet
1607,1297,2,2024-10-03,32,31.7,Smart TV
1608,2321,6,2024-11-18,110,77.5,Desktop
1609,1522,4,2025-02-12,82,51.6,Tablet
1610,4993,5,2025-01-13,81,55.9,Tablet
1611,2161,1,2025-03-26,27,26.5,Tablet
1612,2193,7,2024-08-29,29,28.7,Mobile
1613,2028,10,2025-01-10,96,59.6,Tablet
1614,1987,8,2024-10-20,85,70.2,Smart TV
1615,3866,3,2024-09-27,84,91.3,Smart TV
1616,2742,7,2024-08-30,16,15.8,Tablet
1617,2724,7,2025-03-16,52,51.5,Mobile
1618,3196,5,2024-08-20,129,89.0,Smart TV
1619,497,4,2024-12-31,135,84.9,Tablet
1620,2184,5,2025-01-29,31,21.4,Smart TV
1621,3313,4,2025-03-25,68,42.8,Smart TV
1622,3618,3,2024-10-17,41,44.6,Tablet
1623,2604,7,2024-09-28,97,96.0,Smart TV
1624,4756,4,2024-12-26,148,93.1,Desktop
1625,2778,10,2024-10-06,146,90.7,Desktop
1626,3181,5,2025-02-08,56,38.6,Desktop
1627,2776,5,2025-01-30,31,21.4,Mobile
1628,3750,3,2025-01-01,87,94.6,Desktop
1629,2655,9,2024-10-17,33,33.7,Desktop
1630,4494,5,2024-11-16,110,75.9,Tablet
1631,215,4,2024-12-29,152,95.6,Mobile
1632,4411,7,2024-08-15,98,97.0,Smart TV
1633,4836,10,2024-09-30,125,77.6,Mobile
1634,2904,7,2024-09-23,17,16.8,Mobile
1635,4222,2,2024-09-09,55,54.5,Tablet
1636,2006,2,2024-06-12,8,7.9,Tablet
1637,1072,4,2024-12-12,126,79.2,Mobile
1638,1361,8,2024-06-03,93,76.9,Mobile
1639,3471,5,2025-02-02,142,97.9,Mobile
1640,3168,9,2024-10-19,22,22.4,Desktop
1641,1004,2,2024-10-25,21,20.8,Tablet
1642,2440,4,2025-01-13,156,98.1,Tablet
1643,2278,3,2024-08-13,46,50.0,Desktop
1644,2430,7,2024-11-24,94,93.1,Tablet
1645,4898,4,2024-07-26,53,33.3,Tablet
1646,4823,3,2024-11-01,79,85.9,Mobile
1647,4692,4,2024-10-13,106,66.7,Mobile
1648,3389,2,2024-12-14,28,27.7,Smart TV
1649,725,10,2024-12-27,122,75.8,Tablet
1650,4512,1,2024-09-23,57,55.9,Desktop
1651,4916,6,2024-07-27,61,43.0,Mobile
1652,881,2,2024-08-26,54,53.5,Smart TV
1653,931,10,2024-12-23,12,7.5,Desktop
1654,2230,10,2025-03-27,159,98.8,Mobile
1655,1855,2,2024-09-27,29,28.7,Smart TV
1656,3902,5,2025-01-01,60,41.4,Tablet
1657,4371,4,2024-07-22,75,47.2,Smart TV
1658,4469,1,2024-10-14,77,75.5,Mobile
1659,3557,1,2025-02-08,14,13.7,Desktop
1660,2057,1,2025-03-06,14,13.7,Mobile
1661,86,2,2024-10-23,56,55.4,Mobile
1662,2553,1,2024-08-22,11,10.8,Mobile
1663,4603,3,2024-12-31,72,78.3,Tablet
1664,4459,2,2024-06-17,56,55.4,Mobile
1665,325,10,2024-10-05,159,98.8,Smart TV
1666,1644,3,2024-10-11,20,21.7,Smart TV
1667,1278,5,2024-07-01,71,49.0,Desktop
1668,612,6,2025-01-04,55,38.7,Mobile
1669,788,8,2025-02-04,77,63.6,Mobile
1670,3131,4,2024-07-01,144,90.6,Mobile
1671,811,6,2024-07-15,128,90.1,Tablet
1672,1108,2,2024-07-21,31,30.7,Smart TV
1673,2486,1,2025-01-24,22,21.6,Mobile
1674,4552,3,2024-07-16,71,77.2,Smart TV
1675,1086,2,2025-03-01,20,19.8,Tablet
1676,1120,5,2025-02-04,86,59.3,Mobile
1677,3573,10,2025-01-30,59,36.6,Smart TV
1678,2414,8,2025-01-06,53,43.8,Desktop
1679,1957,10,2025-03-11,23,14.3,Mobile
1680,4091,1,2024-11-02,86,84.3,Mobile
1681,4732,7,2024-10-25,20,19.8,Desktop
1682,975,4,2024-11-26,43,27.0,Smart TV
1683,1946,1,2024-07-13,14,13.7,Smart TV
1684,422,4,2024-12-28,89,56.0,Tablet
1685,545,3,2024-12-26,54,58.7,Smart TV
1686,1370,6,2024-11-13,91,64.1,Desktop
1687,2555,8,2024-07-09,99,81.8,Mobile
1688,2977,3,2024-10-23,86,93.5,Tablet
1689,3822,2,2025-03-26,95,94.1,Smart TV
1690,2941,9,2025-01-05,72,73.5,Tablet
1691,4151,10,2025-03-19,77,47.8,Desktop
1692,3025,1,2024-07-25,8,7.8,Smart TV
1693,2850,7,2024-12-23,62,61.4,Desktop
1694,4136,6,2024-10-30,98,69.0,Desktop
1695,708,3,2025-01-20,62,67.4,Desktop
1696,1092,7,2024-12-03,56,55.4,Tablet
1697,2122,6,2024-12-13,11,7.7,Mobile
1698,351,8,2024-07-13,7,5.8,Smart TV
1699,1823,5,2024-06-03,33,22.8,Tablet
1700,3449,9,2024-09-01,87,88.8,Smart TV
1701,4194,1,2025-01-14,94,92.2,Mobile
1702,3374,1,2024-12-27,5,4.9,Mobile
1703,3981,5,2024-08-09,30,20.7,Desktop
1704,3340,1,2024-08-26,65,63.7,Desktop
1705,912,9,2024-08-02,97,99.0,Smart TV
1706,1879,3,2024-08-13,22,23.9,Desktop
1707,4556,3,2024-08-19,27,29.3,Smart TV
1708,2276,1,2025-01-28,73,71.6,Smart TV
1709,1578,3,2024-12-01,72,78.3,Smart TV
1710,2236,1,2024-07-18,5,4.9,Mobile
1711,3706,9,2024-07-30,39,39.8,Desktop
1712,946,6,2024-10-05,31,21.8,Smart TV
1713,1592,1,2024-11-11,45,44.1,Tablet
1714,4347,3,2024-08-07,26,28.3,Mobile
1715,964,7,2024-12-02,42,41.6,Tablet
1716,4906,9,2025-01-24,10,10.2,Desktop
1717,4428,1,2024-06-09,21,20.6,Mobile
1718,839,1,2024-10-26,43,42.2,Smart TV
1719,633,4,2024-11-18,82,51.6,Desktop
1720,2152,9,2024-10-26,17,17.3,Tablet
1721,3721,9,2024-10-26,57,58.2,Desktop
1722,1436,9,2024-07-14,9,9.2,Desktop
1723,1819,1,2024-11-24,54,52.9,Tablet
1724,205,9,2024-09-25,87,88.8,Tablet
1725,946,9,2024-08-14,79,80.6,Mobile
1726,2053,4,2024-10-01,118,74.2,Tablet
1727,113,10,2024-11-11,152,94.4,Smart TV
1728,2822,9,2025-02-08,46,46.9,Smart TV
1729,2508,10,2024-06-11,151,93.8,Smart TV
