campaign_id,movie_id,channel,spend_usd,impressions,clicks,conversions,campaign_month
1042,5,Search Ads,81797.26,142814,733,54,2024-07
1043,4,Influencer,61019.96,1202346,51886,4867,2025-01
1044,2,Social Media,46917.61,406950,10197,1389,2025-01
1045,2,TV,70909.71,195081,9198,1072,2024-10
1046,3,Search Ads,63480.26,46329,698,28,2024-12
1047,5,Email,71257.17,1887234,26320,2216,2024-10
1048,7,Display,82018.25,2819945,64745,7950,2024-11
1049,9,Search Ads,88343.86,1454471,12560,896,2024-11
1050,4,Influencer,32111.32,3220750,149398,6244,2025-02
1051,7,TV,15167.79,4518387,188653,9114,2024-07
1052,8,Influencer,60131.19,4946871,109304,2956,2024-10
1053,6,TV,58470.79,675535,3501,503,2024-07
1054,9,Social Media,74401.58,594972,19778,549,2025-01
1055,10,TV,75990.25,3116844,43644,5749,2025-03
1056,4,TV,36844.03,538758,21451,2223,2024-09
1057,4,Email,7134.78,1441503,43431,4561,2024-09
1058,3,TV,65400.45,2790917,15083,458,2025-03
1059,9,Display,96183.48,453128,17094,1268,2024-08
1060,10,Influencer,95189.63,2641601,66328,5264,2024-10
1061,7,TV,90604.36,1561704,26647,2988,2024-11
1062,7,Search Ads,60903.86,1439555,68693,9586,2025-03
1063,2,Search Ads,62174.2,4728993,146518,12624,2025-01
1064,5,Display,38341.74,1626113,68989,1684,2025-01
1065,5,Search Ads,28684.68,1425751,54569,5476,2025-03
1066,4,Search Ads,18653.63,4540900,41171,3577,2024-12
1067,10,Social Media,36987.5,1337617,29289,3597,2025-02
1068,8,Search Ads,65180.73,1536512,65893,2664,2024-08
1069,3,Search Ads,24675.01,196264,5899,446,2025-04
1070,2,TV,40829.08,631629,14823,1924,2024-09
1071,4,Email,28230.5,510004,9339,993,2024-08
1072,8,Social Media,88870.77,3514101,18209,1957,2024-10
1073,9,Display,91810.7,4014285,106840,10795,2024-11
1074,3,Social Media,3182.42,3916537,164334,9091,2025-03
1075,8,TV,94570.36,3564950,146369,16646,2025-03
1076,4,Social Media,42439.83,3061811,111587,12184,2024-08
1077,6,Search Ads,79767.4,1095911,24596,1454,2024-12
1078,1,TV,25889.03,1672823,17526,1423,2024-12
1079,2,Display,75498.03,4620534,193306,26615,2024-09
1080,1,TV,72612.32,1872248,23981,1043,2025-03
1081,8,Email,84096.67,2481965,83305,11298,2025-04
1082,3,Search Ads,20702.83,2048217,34665,1053,2024-09
1083,1,Search Ads,32715.67,1124259,31416,1756,2025-04
1084,7,Social Media,12120.01,1659826,24039,955,2024-10
1085,7,Email,59041.58,1522320,62120,5786,2025-03
1086,9,Email,75605.75,3268802,54293,2591,2024-12
1087,7,TV,74288.91,1174566,38291,3289,2024-10
1088,4,Social Media,85624.76,4345521,155218,9621,2025-04
1089,7,Search Ads,45695.79,4913572,30967,3271,2024-12
1090,9,Influencer,3284.76,3984386,61629,7237,2024-12
1091,4,Search Ads,88947.72,1989082,86967,6933,2024-12
1092,6,TV,59910.9,2172503,73152,6884,2024-10
1093,4,Search Ads,99736.43,1631072,74951,7783,2024-12
1094,5,Email,87409.73,3308656,102283,9042,2024-10
1095,5,Display,22590.32,4351387,142999,5846,2024-08
1096,7,Display,66728.93,1486654,39099,3545,2024-11
1097,7,Display,75631.77,4639639,99393,10285,2025-03
1098,9,Email,69277.53,3171146,89371,3770,2024-12
1099,2,Social Media,11904.5,4038513,159514,4285,2025-03
1100,4,TV,71853.58,3542225,26635,3952,2025-02
1101,6,Social Media,2188.24,2698450,54391,3613,2024-12
1102,4,TV,28018.13,758870,32374,1387,2025-03
1103,2,Search Ads,42388.16,2576407,49408,4892,2025-03
1104,1,Social Media,17842.83,2987685,118750,3367,2024-07
1105,5,TV,97504.55,1028147,31841,2062,2024-11
1106,6,Influencer,73588.5,4563085,43710,2607,2024-07
1107,7,TV,65231.04,4437381,43954,4495,2024-10
1108,3,Display,91006.06,3000762,28649,2400,2024-10
1109,9,Search Ads,29877.58,2297958,48431,3589,2024-11
1110,6,Influencer,49915.31,4684187,52107,5912,2024-11
1111,1,Social Media,36347.82,4194488,46075,1208,2024-08
1112,5,TV,38962.78,198080,9881,747,2025-04
1113,2,Influencer,44199.43,3854453,171545,13086,2024-09
1114,8,Display,5716.17,4867340,203182,14675,2024-12
1115,5,TV,35370.12,3040640,105984,8220,2024-10
1116,8,Social Media,11265.67,1599128,69270,10209,2024-08
1117,10,Search Ads,40626.96,3015197,42596,1842,2025-03
1118,10,Search Ads,40381.52,4828515,165456,14846,2025-02
1119,3,Display,34657.28,2104938,103903,8211,2024-12
1120,6,Influencer,96528.87,1827468,15534,2061,2025-01
1121,9,Influencer,15125.39,204898,5374,788,2024-11
1122,5,TV,48121.93,3918461,191406,17610,2024-07
1123,4,Email,44953.65,2192239,100625,5231,2024-08
1124,7,TV,11220.57,1841320,82092,4840,2024-09
1125,7,Display,65031.88,4566711,89460,6153,2024-09
1126,5,Display,72281.32,61468,1406,166,2024-11
1127,8,Email,1533.51,2866408,62129,1372,2024-07
1128,1,Email,13281.7,3443761,17229,1160,2025-02
1129,3,Search Ads,51325.96,3749900,131491,18273,2025-02
1130,6,Display,73244.25,1489521,44708,5006,2025-01
1131,10,Display,83418.23,4360535,92005,4868,2024-12
1132,6,Email,21989.99,4872780,167938,4699,2025-02
1133,2,Display,9080.54,3688428,151480,20339,2025-03
1134,10,Display,42824.32,2381722,85737,7571,2024-08
1135,7,Social Media,69263.99,2830352,121939,12857,2024-07
1136,9,Search Ads,56097.76,2146630,38184,1774,2024-12
1137,8,Social Media,72296.15,899519,4573,339,2025-02
1138,5,Email,63106.39,215380,3464,392,2024-10
1139,6,Search Ads,2924.97,3852675,129642,7325,2025-02
1140,9,Social Media,28348.77,1300524,49833,7403,2024-10
1141,9,Social Media,20880.36,506207,16405,959,2024-08
1142,6,Search Ads,75714.95,470407,13786,1156,2025-02
1143,7,Social Media,97320.85,906103,40389,1721,2024-07
1144,5,Email,92918.94,3563313,119249,13755,2025-03
1145,5,Search Ads,39208.89,4389810,134508,14229,2024-07
1146,3,TV,38922.32,2479757,72212,5734,2024-07
1147,7,Email,84093.91,4717814,53988,7927,2024-12
1148,5,Influencer,15780.95,192568,3680,461,2024-07
1149,8,Social Media,24130.53,1470186,70453,2346,2025-01
1150,7,Display,82995.85,536410,17222,1944,2024-09
1151,5,Social Media,19771.94,136421,5353,720,2025-03
1152,2,Search Ads,37341.1,322469,8058,1029,2025-03
1153,6,Email,97228.12,2902517,23232,1781,2025-02
1154,9,Email,40571.26,4505064,78709,8679,2024-11
1155,10,Search Ads,77296.52,3852868,90188,1825,2024-11
1156,1,TV,78187.92,3282765,154455,7344,2024-09
1157,5,Search Ads,11750.11,4015034,90912,3244,2024-09
1158,3,TV,79494.87,2554954,95603,2952,2024-09
1159,9,Email,36645.94,1016096,18467,1698,2024-07
1160,1,Influencer,13299.91,1532255,48016,4519,2024-08
1161,10,TV,1980.22,925163,6959,481,2024-07
1162,4,Influencer,2288.73,866949,27816,665,2024-11
1163,4,Influencer,56535.37,4681092,75464,1512,2024-07
1164,2,Influencer,42921.28,17239,437,35,2025-02
1165,1,TV,18424.25,4088903,29218,1571,2024-12
1166,3,Email,54983.22,4236926,161822,17231,2024-11
1167,4,Influencer,90770.67,4954983,88159,11265,2025-02
1168,9,Search Ads,29760.73,1258517,24663,2069,2024-07
1169,9,Search Ads,31622.69,1109582,10755,664,2024-10
1170,2,Influencer,24751.89,769865,11335,1529,2024-10
1171,3,Search Ads,55358.79,3230720,145768,14977,2025-01
1172,2,Influencer,47154.01,1461656,23548,1756,2024-11
1173,7,Search Ads,20009.29,833515,14775,1858,2025-04
1174,4,Social Media,45311.14,4565991,53601,3562,2025-03
1175,7,Influencer,93525.93,2166584,39352,2362,2024-07
1176,5,Display,30592.08,4418390,62022,4400,2024-08
1177,2,Display,81543.22,3622409,108283,9585,2025-02
1178,7,Email,9522.4,4582310,174911,26003,2024-11
1179,4,Email,4927.58,3048601,142370,3805,2025-01
1180,8,Social Media,72666.56,709081,13078,318,2024-11
1181,5,Search Ads,85768.28,692483,25602,587,2024-12
1182,4,TV,74580.55,730075,9934,328,2024-11
1183,10,Search Ads,89237.99,4968575,165569,18383,2024-09
1184,1,Display,61507.47,501669,18731,1706,2025-02
1185,6,Influencer,54642.31,3126650,140843,12103,2025-04
1186,3,Social Media,9480.0,1471888,41421,4464,2025-02
1187,4,Influencer,43928.15,4938740,212122,26245,2024-10
1188,7,Social Media,26902.44,4417208,107647,7883,2025-01
1189,6,Social Media,12788.58,447364,3579,263,2024-10
1190,10,Social Media,33373.55,296933,13294,1779,2025-02
1191,5,Social Media,53888.56,3415852,27603,3584,2025-02
1192,8,Social Media,43651.37,180288,2778,402,2024-07
1193,5,TV,51087.19,3327410,164684,13640,2025-01
1194,6,Social Media,79276.0,3156907,37329,3963,2025-02
1195,10,TV,26782.53,3662349,45974,4287,2024-10
1196,6,Influencer,94298.09,4567749,175169,20440,2024-10
1197,8,Social Media,2339.89,3305036,91934,4883,2025-02
1198,2,Social Media,7538.91,4934065,53169,4404,2025-02
1199,4,Email,8671.21,2490057,108481,2522,2024-09
1200,8,Search Ads,54128.43,3837284,74305,7590,2024-08
1201,1,Search Ads,73316.95,406575,4318,302,2025-02
1202,5,Social Media,61605.58,1123980,56039,1671,2025-04
1203,1,Search Ads,51810.64,3083039,71019,9454,2025-04
1204,4,Search Ads,88182.8,2512037,75804,2085,2024-11
1205,8,Email,64293.48,1772449,70168,3126,2024-09
1206,2,Social Media,15298.77,3645451,77612,7429,2024-12
1207,2,Search Ads,73842.18,4010660,160160,18934,2025-01
1208,10,Email,83543.3,3732380,130522,11471,2024-10
1209,1,Display,82917.47,3722011,120252,17788,2024-10
1210,9,Social Media,62191.09,3215682,112977,4220,2025-02
1211,2,Social Media,81309.19,1570812,51194,1715,2024-12
1212,4,Email,74596.77,1423718,28116,2531,2024-09
1213,9,TV,10263.32,993846,48478,1566,2024-09
1214,5,Display,54246.07,1422327,44696,2400,2024-07
1215,4,Search Ads,64864.15,2695166,125213,7100,2024-09
1216,5,Search Ads,10244.16,2700118,85109,5668,2024-09
1217,10,Search Ads,91264.73,2326356,42199,2024,2024-09
1218,2,Social Media,6900.79,3923399,110442,11556,2024-12
1219,10,TV,72661.52,259148,11074,1061,2024-11
1220,2,Display,73367.23,451514,17378,1901,2025-02
1221,2,TV,16905.11,1804386,41652,2157,2024-07
1222,4,Email,46941.54,4313367,94162,5767,2024-10
1223,2,Email,36781.68,4014316,180664,17527,2024-11
1224,2,Display,89424.47,60761,2735,161,2024-11
1225,1,Social Media,37360.13,3448530,47563,3972,2025-03
1226,1,Social Media,48958.47,826023,30836,975,2025-01
1227,2,Search Ads,19711.37,307194,9720,1204,2025-04
1228,4,Display,94797.28,1388846,30503,1200,2024-08
1229,8,Display,54781.02,943284,20243,1967,2024-11
1230,6,Social Media,92649.48,1700470,44265,4998,2025-02
1231,8,Email,91503.16,256697,8687,1219,2024-12
1232,6,TV,16499.04,89777,3603,463,2024-07
1233,1,Social Media,11430.28,1919306,24035,498,2024-08
1234,6,TV,70821.09,2245153,73309,4136,2025-03
1235,2,Email,91081.8,1277473,14381,1906,2024-08
1236,10,Influencer,11247.72,4637527,135974,17171,2025-04
1237,10,TV,35011.92,423557,9511,1181,2024-10
1238,1,Influencer,34853.11,797596,29501,3915,2024-08
1239,9,Display,30828.33,2948129,31844,3296,2024-07
1240,5,Email,40843.16,4981657,59910,1880,2025-02
1241,6,Search Ads,72595.09,4043993,65987,7052,2024-09
1242,10,Display,30366.68,2224409,77259,8046,2025-01
1243,8,Display,89142.33,4783739,49934,1192,2025-04
1244,1,TV,29608.08,3517164,69166,6400,2024-08
1245,4,Email,35479.88,2929830,21545,2699,2024-11
1246,6,Search Ads,11908.1,3646058,91006,13480,2024-07
1247,6,TV,28396.66,2643155,59328,7183,2025-04
1248,7,Search Ads,51793.51,539983,16182,1644,2024-09
1249,9,TV,64353.6,1764475,86652,5322,2024-12
1250,9,TV,9890.4,975818,10459,841,2024-08
1251,6,Search Ads,38965.19,3536904,136281,13789,2024-07
1252,10,Influencer,34634.07,3479502,18477,2036,2024-10
1253,7,Email,15481.86,549654,17002,2036,2025-01
1254,1,Search Ads,21454.0,4463252,52036,3806,2025-03
1255,8,TV,44940.17,3311313,30235,3351,2025-01
1256,2,Social Media,79502.65,795746,11901,1110,2024-09
1257,3,Influencer,65055.53,4580091,125833,7612,2025-04
1258,1,TV,58624.63,3529969,70516,8050,2024-10
1259,9,Search Ads,7368.41,186487,5396,428,2024-12
1260,7,Email,52853.73,1191133,15830,1371,2024-09
1261,7,Social Media,80765.3,3819011,104742,13468,2024-09
1262,9,Social Media,35998.69,3422453,154781,12654,2024-08
1263,10,Display,83302.77,3264884,162847,4381,2024-09
1264,6,Display,85604.93,2048591,26096,2219,2025-02
1265,1,Influencer,59369.97,4000083,68014,9594,2024-12
1266,10,Influencer,17322.56,1521873,43495,1357,2024-09
1267,7,Email,44477.24,3437429,138113,17655,2025-02
1268,10,Display,43931.07,1345515,53224,5346,2025-02
1269,10,Display,15537.42,1504512,63000,3777,2025-03
1270,3,Influencer,73153.32,3386971,94131,2411,2025-03
1271,7,Display,49507.04,1367312,26966,2538,2024-09
1272,2,TV,69663.06,1031405,47005,3124,2024-12
1273,7,Display,47797.96,3995851,98395,7139,2024-09
1274,6,Email,80858.16,4759638,53151,4418,2024-12
1275,10,Influencer,90698.51,2218757,54115,3621,2024-10
1276,10,Email,7452.48,1687757,83539,8129,2024-10
1277,2,TV,16671.46,4553159,140880,18233,2024-12
1278,7,Email,99863.71,2095837,14885,1583,2024-11
1279,7,Display,54844.57,1948949,68386,6361,2024-08
1280,2,Influencer,60790.03,4144358,73806,4965,2025-01
1281,8,Social Media,62775.49,2762649,96675,6684,2025-02
1282,1,Influencer,65933.01,1060337,19626,2473,2025-02
1283,4,TV,70251.89,4346864,95353,13770,2025-04
1284,6,Social Media,23777.57,3956819,66065,7030,2024-07
1285,1,Social Media,30411.54,547887,16041,1067,2025-01
1286,10,Influencer,4594.43,76251,3692,526,2024-11
1287,7,Social Media,24609.01,3167831,48997,2741,2024-12
1288,10,Search Ads,72308.53,2693476,79566,11548,2024-11
1289,4,Influencer,82344.52,2164129,64778,6387,2024-11
1290,1,Search Ads,8073.29,3992513,22919,2012,2024-10
1291,3,Display,82236.76,743416,13072,452,2024-07
1292,2,Display,43711.32,373259,14935,1322,2025-04
1293,7,Display,44663.71,3529721,61065,8655,2024-07
1294,3,Social Media,77612.49,2886824,128498,15890,2024-12
1295,1,Social Media,4268.47,523458,15174,2043,2025-03
1296,3,Social Media,65739.27,3519401,166418,18235,2024-08
1297,9,Display,13039.93,75783,3077,394,2024-07
1298,3,Search Ads,75246.18,346644,10818,1337,2024-09
1299,7,Email,95178.62,3480273,52386,2959,2024-12
1300,10,TV,4539.27,2234516,89031,9922,2024-11
1301,1,Search Ads,80622.84,2955891,127493,4892,2024-08
1302,7,Email,95922.06,2750925,110709,2587,2024-10
1303,2,TV,35020.94,1823553,21591,1611,2025-03
1304,2,Email,78355.69,1706108,61399,4977,2025-02
1305,7,Display,84304.71,4039999,75836,2357,2024-09
1306,9,TV,12585.93,2741303,103350,8980,2024-11
1307,10,TV,48504.99,674910,16323,1924,2024-10
1308,9,Search Ads,42705.37,830977,22620,1399,2025-01
1309,2,Email,53948.6,546977,24365,1305,2024-12
1310,8,Social Media,66206.69,731634,24561,1561,2024-07
1311,4,TV,28914.55,147086,6430,534,2024-10
1312,3,Influencer,46326.68,4924724,234310,7829,2025-01
1313,9,Search Ads,70245.89,1927990,20022,2668,2025-04
1314,2,Display,34574.23,3763155,24885,1856,2024-08
1315,3,Email,66404.16,3114394,130851,7671,2024-10
1316,1,Influencer,33165.54,1160988,51346,2608,2024-11
1317,10,Email,16376.8,3265628,68863,8794,2024-11
1318,10,Influencer,95997.91,40575,1205,25,2024-12
1319,2,TV,56421.59,1315796,45336,3962,2024-12
1320,7,Search Ads,79913.75,4868143,193696,20088,2024-07
1321,6,Social Media,50961.91,4025785,200983,7591,2025-03
1322,10,Email,91174.02,1929312,26439,3809,2024-10
1323,3,Display,30885.08,4929236,242961,36120,2024-10
1324,5,Email,60139.46,3512691,63058,3057,2025-04
1325,6,Email,62286.71,4081796,22645,1451,2024-12
1326,5,Social Media,19865.97,4594977,201226,8100,2025-04
1327,10,Email,12953.56,290308,11573,1703,2025-02
1328,3,Display,98847.29,2570732,117171,17389,2025-02
1329,9,Display,53352.36,4703469,57179,3765,2025-01
1330,2,Social Media,52918.73,379056,9840,905,2024-12
1331,3,Influencer,13069.65,1948079,19293,1481,2025-04
1332,5,Email,22685.36,4209338,92406,9944,2025-03
1333,7,Search Ads,49057.84,1890388,42170,2203,2025-03
1334,10,Influencer,33779.23,4226321,75810,7884,2024-08
1335,9,TV,11471.39,2174196,93376,7779,2025-02
1336,9,Social Media,23118.15,4470468,200218,28446,2024-12
1337,6,Search Ads,5793.63,3855868,71602,2329,2024-11
1338,2,Social Media,46794.22,633646,30873,3590,2024-07
1339,6,TV,3393.33,1674213,8457,226,2024-09
1340,3,Influencer,85896.2,3993076,78288,2562,2025-01
1341,9,Display,22964.28,2352949,77878,9634,2025-03
1342,1,TV,98999.92,2018596,48621,5761,2024-07
1343,6,TV,89722.48,4248108,79123,8206,2024-12
1344,7,TV,73562.52,1550472,63999,1868,2024-08
1345,2,Influencer,47092.34,1415059,60529,4905,2025-04
1346,3,Social Media,12553.27,4322674,130086,15797,2025-02
1347,10,Display,67774.64,4550936,72995,1479,2025-01
1348,5,Influencer,85024.0,4249304,164921,9158,2025-02
1349,3,Search Ads,59000.17,2043336,18217,822,2024-07
1350,1,Display,41383.21,1484081,26036,2915,2024-09
1351,6,Display,87696.34,2394720,35346,4554,2025-04
1352,5,TV,21931.46,1079268,29810,2492,2024-10
1353,6,Social Media,89284.06,2439571,27221,4079,2024-09
1354,9,TV,29330.21,4903683,207947,13701,2024-10
1355,8,Search Ads,71366.05,2401958,49611,2256,2024-12
1356,10,Search Ads,2224.08,1517053,67931,7117,2024-12
1357,2,Email,70043.27,1368781,33076,2689,2024-11
1358,3,TV,9599.58,4574126,156841,21184,2025-03
1359,7,TV,45703.72,471982,5392,712,2024-08
1360,3,Search Ads,22390.74,4863439,148638,6261,2025-04
1361,5,Email,68424.93,3736565,158415,8937,2024-08
1362,1,Display,93053.0,1356642,15724,1173,2025-03
1363,7,Email,42477.25,72903,3465,487,2024-11
1364,1,Display,65207.72,1075053,42232,5857,2025-02
1365,4,Search Ads,11189.92,3118981,110299,10977,2024-08
1366,9,TV,18318.41,4904395,134950,4750,2025-01
1367,2,Social Media,73755.38,33077,682,24,2024-09
1368,9,Influencer,38335.11,1186184,24797,1946,2024-11
1369,6,Social Media,40145.63,4155835,77905,8808,2024-12
1370,3,Email,45687.87,538466,16475,826,2024-11
1371,6,TV,50626.91,2685163,93836,13422,2024-08
1372,8,TV,8854.83,2579670,105003,14630,2024-12
1373,6,Search Ads,86225.25,80853,2902,217,2024-11
1374,3,Influencer,84497.98,2870185,53136,2117,2025-03
1375,3,Influencer,3298.9,1924301,70749,5289,2025-02
1376,6,Display,65078.84,2437507,97173,2250,2025-04
1377,4,Email,42985.98,4662000,117639,14898,2024-09
1378,2,Social Media,4552.74,4369459,130115,10285,2024-07
1379,1,Search Ads,68749.22,3758192,160212,23466,2025-03
1380,6,Search Ads,89626.2,3555780,85722,12690,2024-12
1381,10,Influencer,99204.42,4672034,39470,5058,2024-12
1382,8,Search Ads,82113.74,3908376,128429,4351,2024-08
1383,4,Influencer,27296.73,3367270,101223,4190,2024-12
1384,10,Search Ads,35140.85,2902393,27804,3364,2024-11
1385,9,Social Media,41010.93,3685957,57583,4941,2024-11
1386,8,Search Ads,54753.28,42939,1236,52,2025-02
1387,2,Social Media,69918.9,3621895,20405,620,2024-12
1388,2,Social Media,44079.02,3495089,54507,5566,2025-03
1389,4,Influencer,27486.34,3115951,63397,7057,2024-10
1390,1,Social Media,83511.09,4352989,41613,1635,2024-11
1391,9,Email,49619.33,3249178,101426,7279,2025-01
1392,5,Email,9619.13,2792862,91248,2148,2024-09
1393,4,TV,92014.84,3726536,128666,4285,2024-07
1394,4,Influencer,28085.57,836043,39145,5248,2025-02
1395,1,TV,87895.49,69420,3182,142,2025-01
1396,6,TV,71738.38,890021,44110,2176,2025-04
1397,3,Social Media,62077.09,1039739,46426,3808,2025-01
1398,7,Search Ads,38834.4,2433833,18639,2294,2024-12
1399,8,Influencer,56813.82,1653132,79612,5313,2025-02
1400,4,Display,14783.44,270329,7456,727,2024-09
1401,7,TV,32758.34,2928038,143775,10894,2025-03
1402,6,Social Media,60240.25,4725204,66364,5608,2024-08
1403,3,Display,31280.69,1058145,41184,1069,2024-07
1404,7,Email,75253.96,2014461,46073,2579,2025-02
1405,8,Search Ads,40399.98,372366,7895,301,2024-10
1406,4,Email,68638.2,4195430,174971,10562,2024-11
1407,6,Search Ads,47748.87,4669843,224284,6118,2025-01
1408,10,TV,81947.03,101970,2759,246,2025-04
1409,8,TV,22373.36,4323420,198929,8834,2025-03
1410,7,Display,75798.06,3764164,120300,17884,2024-12
1411,1,Search Ads,57538.87,688055,12212,655,2024-09
1412,10,Social Media,71350.75,1045872,12246,1254,2024-11
1413,6,Influencer,82488.65,4108244,69427,9512,2025-04
1414,9,Search Ads,11182.92,3197681,62090,3911,2025-02
1415,2,Display,94435.11,3858535,141192,3254,2025-03
1416,5,Social Media,80784.28,1690361,54792,2996,2025-03
1417,1,Social Media,87547.32,161217,2907,279,2025-01
1418,8,Display,2966.6,4139010,23128,2042,2024-09
1419,4,TV,27536.83,4274015,213494,19799,2024-07
1420,9,Email,4061.41,4858535,64237,3110,2024-09
1421,3,TV,56261.45,1504956,64825,5459,2025-01
1422,8,Social Media,68086.02,1333932,10685,446,2024-12
1423,6,Search Ads,45796.76,1957683,73516,10583,2025-01
1424,10,Social Media,23458.53,3741153,109451,7631,2024-10
1425,7,Influencer,39870.71,4426284,196281,10044,2024-09
1426,4,Display,16825.09,4916864,138573,6162,2025-04
1427,4,Social Media,8316.19,2828217,70307,5756,2024-07
1428,5,Social Media,69527.66,246393,8206,568,2024-12
1429,8,Email,55771.07,3401144,100936,14367,2025-03
1430,9,TV,15722.76,4591764,116647,16059,2024-10
1431,9,TV,91623.26,1619788,80755,2636,2024-10
1432,2,Email,67430.46,162378,6260,230,2025-02
1433,4,TV,24721.52,1306344,61818,1287,2025-01
1434,8,Influencer,91822.08,3176630,116338,4474,2024-11
1435,10,Influencer,47775.61,739497,36058,4748,2024-09
1436,2,Social Media,6802.01,2480397,70517,2435,2024-10
1437,6,Display,25735.64,1457637,43826,4787,2024-07
1438,7,Display,11210.03,4570490,176926,17447,2024-08
1439,4,TV,57354.48,2932214,35709,2723,2024-07
1440,9,Social Media,17393.72,3419647,155528,11619,2024-10
1441,10,TV,14728.35,3727705,139402,18991,2025-04
1442,10,Social Media,76090.56,3655006,81484,7727,2024-10
1443,4,TV,46199.15,2373751,19052,774,2025-04
1444,7,Display,92530.65,609516,21060,1365,2024-10
1445,3,TV,75431.91,2852854,20196,1803,2024-07
1446,4,Social Media,84390.56,2310983,62917,6782,2024-08
1447,8,Email,59688.29,2218244,68559,1617,2025-03
1448,4,TV,97666.84,1491713,26141,3474,2024-10
1449,2,TV,35901.88,3929934,45663,3726,2025-04
1450,5,TV,2827.4,2279971,84156,4125,2024-09
1451,6,Influencer,47302.68,1462437,10580,996,2024-07
1452,8,Email,61879.17,893448,18971,2619,2025-03
1453,1,Display,95858.53,4986225,138159,5143,2025-03
1454,4,TV,94644.97,4041591,64698,9673,2025-03
1455,6,Influencer,60046.45,545132,21586,889,2025-03
1456,1,Search Ads,76827.75,1545478,76053,11111,2025-04
1457,7,Email,63650.1,598021,29681,3354,2024-08
1458,3,Search Ads,36918.93,3894622,65518,5066,2024-11
1459,8,Influencer,21705.76,3620640,82133,6113,2025-03
1460,1,Search Ads,66055.25,2451711,82054,11336,2024-10
1461,1,TV,36457.94,2243690,49874,6038,2024-08
1462,6,Social Media,32754.12,1137031,28616,4149,2025-04
1463,6,TV,80240.89,291756,4693,371,2025-03
1464,10,TV,34960.92,1704989,72152,8487,2025-01
1465,10,Social Media,90135.47,1119503,46754,1987,2025-04
1466,4,TV,26708.26,2831412,102313,14023,2024-11
1467,2,Search Ads,22636.63,2088454,66663,8035,2024-10
1468,8,TV,41979.5,322216,7936,784,2025-02
1469,8,Influencer,64893.31,527383,12046,1202,2024-07
1470,2,Display,93731.94,685047,20346,2530,2025-01
1471,2,Social Media,65804.99,4792501,231519,12665,2024-12
1472,3,Email,85394.98,2867575,63612,7594,2024-09
1473,8,Influencer,97148.55,2306618,25204,3572,2024-11
1474,2,Search Ads,18652.59,3887917,40172,3196,2025-02
1475,7,Display,84566.9,3363742,139655,12907,2024-08
1476,10,Search Ads,27101.39,1869118,44071,6222,2025-01
1477,1,Influencer,9258.79,3877233,74310,10390,2025-03
1478,1,Search Ads,63064.77,4015352,144693,21078,2024-12
1479,2,Display,11665.76,4438253,133203,5626,2024-07
1480,5,Social Media,17552.57,2743133,126281,6396,2024-08
1481,10,Search Ads,95932.7,1450476,18648,551,2024-08
1482,9,Influencer,41711.58,4821056,225967,8889,2024-10
1483,4,Search Ads,46400.73,4094983,191236,26978,2024-09
1484,1,Search Ads,56913.34,1870886,65340,1749,2024-10
1485,1,Social Media,17851.42,2717845,33526,1287,2025-01
1486,5,TV,84095.15,1104464,18969,1570,2025-03
1487,10,TV,41106.36,191712,4417,547,2025-03
1488,10,Social Media,50869.57,1332699,21694,2382,2024-09
1489,10,Influencer,59598.76,1477093,38200,3673,2024-07
1490,9,Search Ads,82912.27,2260600,102603,2677,2024-07
1491,10,Search Ads,83879.75,1435298,57151,6835,2025-02
1492,6,Search Ads,55555.28,4129378,50604,5844,2025-04
1493,5,Social Media,53057.06,4118317,74257,3663,2024-08
1494,1,Influencer,74945.17,3236269,95176,11225,2024-12
1495,6,Influencer,42225.25,1673272,19103,405,2024-10
1496,9,Search Ads,12649.35,2221776,62945,7484,2025-02
1497,5,Email,61261.21,3284787,109607,6699,2025-02
1498,4,Search Ads,24549.61,4695358,180266,9990,2024-10
1499,3,Search Ads,44166.41,614080,14589,1877,2024-07
1500,4,TV,94162.21,4641177,37326,3992,2024-10
1501,1,Email,97383.95,2206396,72105,4564,2024-12
1502,6,Search Ads,77978.91,2360805,27271,4061,2025-01
1503,10,Social Media,68579.46,1702399,48221,5803,2025-02
1504,9,Display,77031.26,963590,15599,1594,2025-01
1505,3,Search Ads,23621.27,2847093,51437,1308,2024-07
1506,9,Display,70950.59,3652963,144838,13423,2025-04
1507,1,Email,36620.14,1328242,35168,5074,2025-02
1508,4,Influencer,3840.46,1350501,36101,3692,2024-09
1509,4,Influencer,98372.21,501902,3736,400,2024-07
1510,10,Search Ads,84305.81,927546,7186,189,2025-03
1511,4,Influencer,88729.42,952524,37891,5293,2025-03
1512,2,Display,48624.84,891495,17866,2426,2025-03
1513,1,Social Media,58472.37,1356836,32761,1870,2025-01
1514,6,Email,18442.23,2370287,104144,10133,2024-10
1515,2,Email,51503.68,424299,13013,1869,2024-11
1516,1,Email,16733.78,1477788,68578,8007,2025-03
1517,2,TV,66534.1,1169557,43145,2134,2024-12
1518,10,Display,93589.03,4053985,80355,4265,2024-10
1519,7,Display,18975.38,1272840,63503,8893,2024-07
1520,3,Search Ads,31894.28,1531470,48940,4227,2024-07
1521,4,Social Media,83912.35,202544,1145,133,2024-07
1522,1,TV,96354.7,3649726,123501,12159,2025-01
1523,3,Email,46456.66,387339,6371,329,2024-08
1524,1,Email,94932.17,1816768,84762,2040,2024-11
